id_commune;code_region;population_municipale;population_comptee_a_part;population_total
03016;84;143;2;145
03017;84;189;6;195
03018;84;685;14;699
03019;84;1640;24;1664
03020;84;294;7;301
03021;84;224;2;226
03022;84;997;17;1014
03023;84;8741;231;8972
03024;84;237;6;243
03025;84;1328;31;1359
03026;84;761;18;779
03027;84;928;24;952
03028;84;364;7;371
03029;84;783;12;795
03030;84;856;15;871
03031;84;291;9;300
03032;84;244;2;246
03033;84;181;4;185
03034;84;496;12;508
03035;84;212;4;216
03036;84;2572;72;2644
03037;84;259;2;261
03038;84;521;8;529
03039;84;384;7;391
03040;84;1126;38;1164
03041;84;319;12;331
03042;84;530;17;547
03043;84;1189;75;1264
03044;84;1516;36;1552
03045;84;849;18;867
03046;84;1026;23;1049
03047;84;407;9;416
03048;84;1305;24;1329
03049;84;428;10;438
03050;84;179;10;189
03051;84;301;6;307
03052;84;1093;29;1122
03053;84;1102;25;1127
03054;84;237;6;243
03055;84;966;17;983
03056;84;382;7;389
03057;84;201;6;207
03058;84;238;6;244
03059;84;359;7;366
03060;84;1030;17;1047
03061;84;394;6;400
03062;84;351;17;368
03063;84;1028;20;1048
03064;84;180;1;181
03065;84;544;9;553
03066;84;324;5;329
03067;84;138;4;142
03068;84;104;1;105
03069;84;312;6;318
03070;84;133;1;134
03071;84;248;3;251
03072;84;492;12;504
03073;84;638;11;649
03074;84;656;15;671
03075;84;168;2;170
03076;84;227;7;234
03077;84;128;3;131
03078;84;231;8;239
03079;84;303;8;311
03080;84;691;11;702
03081;84;327;12;339
03082;84;6132;189;6321
03083;84;580;13;593
03084;84;2034;31;2065
03085;84;646;55;701
03086;84;321;8;329
03087;84;597;7;604
03088;84;320;2;322
03089;84;152;1;153
03090;84;305;8;313
03091;84;438;9;447
03092;84;628;13;641
03093;84;1185;27;1212
03094;84;3297;102;3399
03095;84;12474;481;12955
03096;84;86;1;87
03097;84;360;9;369
03098;84;4459;87;4546
03099;84;391;11;402
03100;84;1381;35;1416
03101;84;8729;166;8895
03102;84;3032;59;3091
03103;84;1065;25;1090
03104;84;1169;32;1201
03105;84;357;7;364
03106;84;1316;105;1421
03107;84;1270;27;1297
03108;84;376;6;382
03109;84;781;32;813
03110;84;968;26;994
03111;84;1112;24;1136
03112;84;668;9;677
03113;84;536;16;552
03114;84;279;7;286
03115;84;341;7;348
03116;84;191;5;196
03117;84;475;12;487
03118;84;5830;197;6027
03119;84;413;4;417
03120;84;710;12;722
03121;84;647;17;664
03122;84;236;6;242
03124;84;219;3;222
03125;84;124;2;126
03126;84;1167;13;1180
03127;84;620;10;630
03128;84;2645;57;2702
03129;84;312;13;325
03130;84;279;6;285
03131;84;550;13;563
03132;84;559;15;574
03133;84;519;10;529
03134;84;193;3;196
03135;84;407;9;416
03136;84;235;5;240
03137;84;271;6;277
03138;84;3144;73;3217
03139;84;313;11;324
03140;84;1154;33;1187
03141;84;149;2;151
03142;84;242;5;247
03143;84;92;3;95
03144;84;211;8;219
03145;84;736;13;749
03146;84;154;35;189
03147;84;167;2;169
03148;84;349;6;355
03149;84;441;16;457
03150;84;203;7;210
03151;84;159;3;162
03152;84;231;7;238
03154;84;276;4;280
03155;84;1881;42;1923
03156;84;1688;54;1742
03157;84;1020;23;1043
03158;84;871;19;890
03159;84;780;15;795
03160;84;410;4;414
03161;84;900;29;929
03162;84;202;6;208
03163;84;751;22;773
03164;84;273;2;275
03165;84;1384;86;1470
03166;84;306;5;311
03167;84;286;4;290
03168;84;906;15;921
03169;84;331;6;337
03170;84;129;6;135
03171;84;249;6;255
03172;84;122;2;124
03173;84;1142;33;1175
03174;84;914;25;939
03175;84;278;12;290
03176;84;541;10;551
03177;84;253;3;256
03178;84;298;6;304
03179;84;297;10;307
03180;84;662;11;673
03181;84;296;3;299
03182;84;263;1;264
03183;84;469;4;473
03184;84;505;8;513
03185;84;34361;1070;35431
03186;84;1524;21;1545
03187;84;630;9;639
03188;84;219;1;220
03189;84;715;24;739
03190;84;19246;542;19788
03191;84;280;8;288
03192;84;150;3;153
03193;84;187;4;191
03194;84;125;2;127
03195;84;2570;94;2664
03196;84;221;3;224
03197;84;1453;32;1485
03198;84;187;0;187
03200;84;1520;256;1776
03201;84;304;13;317
03202;84;603;15;618
03203;84;387;9;396
03204;84;623;18;641
03205;84;440;11;451
03206;84;168;6;174
03207;84;512;13;525
03208;84;423;9;432
03209;84;151;3;154
03210;84;399;10;409
03211;84;2507;49;2556
03212;84;1512;25;1537
03213;84;252;4;256
03214;84;382;3;385
03215;84;550;8;558
03216;84;172;3;175
03217;84;761;35;796
03218;84;272;8;280
03219;84;215;5;220
03220;84;710;15;725
03221;84;730;8;738
03222;84;90;5;95
03223;84;441;14;455
03224;84;288;7;295
03225;84;444;10;454
03226;84;250;5;255
03227;84;373;8;381
03228;84;38;0;38
03229;84;612;18;630
03230;84;526;16;542
03231;84;188;5;193
03232;84;303;9;312
03233;84;395;8;403
03234;84;373;11;384
03235;84;969;10;979
03236;84;3654;70;3724
03237;84;427;9;436
03238;84;529;9;538
03239;84;265;9;274
03240;84;543;11;554
03241;84;368;46;414
03242;84;568;14;582
03243;84;121;6;127
03244;84;128;2;130
03245;84;124;1;125
03246;84;594;12;606
03247;84;1106;33;1139
03248;84;165;2;167
03249;84;162;2;164
03250;84;349;6;355
03251;84;376;9;385
03252;84;677;15;692
03253;84;379;10;389
03254;84;5221;118;5339
03255;84;143;4;147
03256;84;214;5;219
03257;84;803;23;826
03258;84;1737;26;1763
03259;84;338;3;341
03260;84;224;5;229
03261;84;178;7;185
03262;84;2092;38;2130
03263;84;194;8;202
03264;84;2570;53;2623
03265;84;671;78;749
03266;84;272;8;280
03267;84;664;24;688
03268;84;386;3;389
03269;84;85;2;87
03270;84;143;5;148
03271;84;805;32;837
03272;84;282;7;289
03273;84;492;15;507
03274;84;318;6;324
03275;84;1747;49;1796
03276;84;102;6;108
03277;84;254;5;259
03278;84;191;4;195
03279;84;556;10;566
03280;84;182;9;191
03281;84;391;3;394
03282;84;372;13;385
03283;84;1065;18;1083
03284;84;290;9;299
03285;84;178;8;186
03286;84;1138;20;1158
03287;84;379;9;388
03288;84;384;8;392
03289;84;514;12;526
03290;84;1630;59;1689
03291;84;415;13;428
03292;84;879;12;891
03293;84;283;10;293
03294;84;168;1;169
03295;84;76;0;76
03296;84;376;12;388
03297;84;1538;26;1564
03298;84;3618;73;3691
03299;84;229;8;237
03300;84;537;9;546
03301;84;1166;26;1192
03302;84;39;1;40
03303;84;236;10;246
03304;84;2249;59;2308
03305;84;593;15;608
03306;84;1918;52;1970
03307;84;236;3;239
03308;84;152;4;156
03309;84;454;10;464
03310;84;24980;322;25302
03311;84;305;7;312
03312;84;274;10;284
03313;84;275;9;284
03314;84;1322;36;1358
03315;84;1283;37;1320
03316;84;1073;16;1089
03317;84;294;8;302
03319;84;484;10;494
03320;84;776;17;793
03321;84;12838;517;13355
04001;93;1432;28;1460
04004;93;546;30;576
04005;93;133;2;135
04006;93;824;8;832
04007;93;67;0;67
04008;93;1031;35;1066
04009;93;14;0;14
04012;93;95;0;95
04013;93;605;15;620
04016;93;63;0;63
04017;93;99;5;104
04018;93;1028;15;1043
04019;93;2564;198;2762
04020;93;133;2;135
04021;93;147;4;151
04022;93;417;8;425
04023;93;189;4;193
04024;93;127;3;130
04025;93;386;14;400
04026;93;136;6;142
04027;93;252;56;308
04028;93;122;9;131
04030;93;57;0;57
04031;93;557;10;567
04032;93;127;0;127
04033;93;766;19;785
04034;93;1124;15;1139
04035;93;290;6;296
04036;93;960;28;988
04037;93;73;2;75
04039;93;1470;39;1509
04040;93;63;1;64
04041;93;299;6;305
04042;93;138;1;139
04043;93;86;3;89
04045;93;1206;21;1227
04046;93;687;107;794
04047;93;848;20;868
04049;93;5089;108;5197
04050;93;27;0;27
04051;93;72;2;74
04053;93;492;20;512
04054;93;74;1;75
04055;93;188;0;188
04057;93;176;3;179
04058;93;272;6;278
04059;93;220;1;221
04061;93;482;5;487
04062;93;149;4;153
04063;93;1219;32;1251
04065;93;633;6;639
04066;93;571;12;583
04067;93;52;1;53
04068;93;836;14;850
04069;93;135;3;138
04070;93;16482;922;17404
04072;93;110;2;112
04073;93;388;12;400
04074;93;102;2;104
04075;93;372;11;383
04076;93;816;21;837
04077;93;172;3;175
04079;93;1371;37;1408
04081;93;392;4;396
04084;93;493;7;500
04085;93;59;2;61
04086;93;303;17;320
04087;93;133;2;135
04088;93;5121;88;5209
04090;93;207;4;211
04091;93;92;0;92
04092;93;118;4;122
04093;93;62;1;63
04094;93;2639;48;2687
04095;93;90;0;90
04096;93;1132;26;1158
04097;93;385;5;390
04099;93;88;5;93
04101;93;133;3;136
04102;93;179;3;182
04104;93;385;11;396
04106;93;380;10;390
04107;93;4;0;4
04108;93;1975;30;2005
04109;93;322;4;326
04110;93;1011;28;1039
04111;93;1347;28;1375
04112;93;22528;669;23197
04113;93;451;14;465
04115;93;121;2;123
04116;93;3751;45;3796
04118;93;123;1;124
04120;93;118;1;119
04121;93;639;11;650
04122;93;511;10;521
04123;93;1121;29;1150
04124;93;417;6;423
04126;93;406;15;421
04127;93;322;3;325
04128;93;221;9;230
04129;93;59;1;60
04130;93;203;2;205
04132;93;144;1;145
04133;93;237;1;238
04134;93;553;20;573
04135;93;720;15;735
04136;93;313;8;321
04137;93;42;0;42
04138;93;281;6;287
04139;93;523;9;532
04140;93;127;3;130
04141;93;365;9;374
04142;93;54;0;54
04143;93;5867;74;5941
04144;93;353;1;354
04145;93;1448;37;1485
04148;93;253;9;262
04149;93;2813;43;2856
04150;93;202;4;206
04151;93;520;13;533
04152;93;3905;126;4031
04154;93;92;1;93
04155;93;179;1;180
04156;93;264;1;265
04157;93;691;8;699
04158;93;407;8;415
04159;93;85;5;90
04160;93;1680;37;1717
04161;93;329;8;337
04162;93;258;6;264
04163;93;525;11;536
04164;93;88;1;89
04166;93;1726;39;1765
04167;93;288;5;293
04169;93;104;3;107
04170;93;75;0;75
04171;93;121;0;121
04172;93;738;10;748
04173;93;1010;21;1031
04174;93;145;2;147
04175;93;91;1;92
04176;93;119;4;123
04177;93;45;0;45
04178;93;1319;35;1354
04179;93;105;2;107
04180;93;79;4;83
04181;93;48;1;49
04182;93;215;2;217
04183;93;142;3;145
04184;93;136;3;139
04186;93;99;4;103
04187;93;41;1;42
04188;93;867;8;875
04189;93;627;14;641
04190;93;114;3;117
04191;93;13;2;15
04192;93;1235;24;1259
04193;93;180;7;187
04194;93;96;2;98
04195;93;597;13;610
04197;93;3442;78;3520
04199;93;177;4;181
04200;93;640;21;661
04201;93;122;3;125
04202;93;132;2;134
04203;93;475;9;484
04204;93;163;4;167
04205;93;1379;27;1406
04206;93;425;8;433
04207;93;103;4;107
04208;93;602;16;618
04209;93;7595;239;7834
04210;93;89;4;93
04211;93;178;3;181
04214;93;130;1;131
04216;93;234;5;239
04217;93;748;19;767
04218;93;231;3;234
04219;93;244;6;250
04220;93;379;11;390
04222;93;335;8;343
04224;93;100;1;101
04226;93;594;14;608
04227;93;287;7;294
04228;93;39;0;39
04229;93;252;5;257
04230;93;3173;62;3235
04231;93;245;6;251
04233;93;268;8;276
04234;93;226;2;228
04235;93;61;1;62
04236;93;108;0;108
04237;93;126;3;129
04240;93;249;5;254
04241;93;192;5;197
04242;93;4323;78;4401
04244;93;1641;37;1678
04245;93;3206;75;3281
05001;93;383;6;389
05003;93;397;11;408
05004;93;917;15;932
05006;93;2255;86;2341
05007;93;358;8;366
05008;93;369;5;374
05009;93;99;3;102
05010;93;803;12;815
05011;93;419;9;428
05012;93;620;14;634
05013;93;127;5;132
05014;93;180;2;182
05016;93;256;2;258
05017;93;2562;57;2619
05018;93;325;10;335
05019;93;150;4;154
05021;93;142;1;143
05022;93;239;3;242
05023;93;11339;320;11659
05024;93;220;8;228
05025;93;215;7;222
05026;93;285;3;288
05027;93;199;4;203
05028;93;155;4;159
05029;93;887;25;912
05031;93;188;1;189
05032;93;136;3;139
05033;93;40;0;40
05035;93;30;3;33
05036;93;1198;34;1232
05037;93;506;20;526
05038;93;319;17;336
05039;93;705;12;717
05040;93;3061;80;3141
05044;93;127;3;130
05045;93;1105;32;1137
05046;93;6335;378;6713
05047;93;125;4;129
05048;93;203;6;209
05049;93;57;0;57
05050;93;821;9;830
05051;93;29;1;30
05052;93;805;12;817
05053;93;520;11;531
05054;93;433;4;437
05055;93;328;4;332
05056;93;334;11;345
05057;93;255;6;261
05058;93;217;5;222
05059;93;904;19;923
05060;93;179;8;187
05061;93;40631;1545;42176
05062;93;160;1;161
05063;93;479;10;489
05064;93;105;3;108
05065;93;2312;85;2397
05066;93;8;0;8
05068;93;460;13;473
05070;93;3543;51;3594
05071;93;338;19;357
05072;93;243;7;250
05073;93;342;13;355
05074;93;191;0;191
05075;93;427;7;434
05076;93;86;3;89
05077;93;297;5;302
05078;93;284;10;294
05079;93;1060;23;1083
05080;93;58;0;58
05081;93;52;4;56
05082;93;173;2;175
05084;93;457;6;463
05085;93;454;14;468
05086;93;104;2;106
05087;93;529;14;543
05089;93;84;1;85
05090;93;212;8;220
05091;93;41;3;44
05092;93;763;15;778
05093;93;359;10;369
05094;93;15;1;16
05095;93;301;2;303
05096;93;674;18;692
05097;93;356;35;391
05098;93;543;13;556
05099;93;104;1;105
05100;93;763;29;792
05101;93;1154;40;1194
05102;93;93;2;95
05103;93;777;21;798
05104;93;323;16;339
05106;93;299;7;306
05107;93;453;23;476
05108;93;167;5;172
05109;93;524;20;544
05110;93;301;5;306
05111;93;273;9;282
05112;93;87;0;87
05113;93;378;17;395
05114;93;251;1;252
05115;93;453;9;462
05116;93;209;2;211
05117;93;114;0;114
05118;93;1340;28;1368
05119;93;655;18;673
05121;93;175;4;179
05122;93;808;27;835
05123;93;1528;38;1566
05124;93;474;9;483
05126;93;469;9;478
05127;93;181;7;188
05128;93;692;22;714
05129;93;152;2;154
05130;93;178;5;183
05131;93;81;4;85
05132;93;2063;75;2138
05133;93;1531;45;1576
05134;93;318;5;323
05135;93;51;0;51
05136;93;737;15;752
05139;93;916;27;943
05140;93;286;7;293
05142;93;443;17;460
05144;93;144;2;146
05145;93;1075;93;1168
05146;93;136;1;137
05147;93;365;5;370
05148;93;535;18;553
05149;93;362;11;373
05151;93;1128;37;1165
05152;93;126;4;130
05153;93;352;13;365
05154;93;162;0;162
05155;93;30;1;31
05156;93;516;11;527
05157;93;192;6;198
05158;93;117;1;118
05159;93;87;3;90
05160;93;85;0;85
05161;93;935;23;958
05162;93;1443;36;1479
05163;93;144;4;148
05164;93;1076;42;1118
05165;93;252;7;259
05166;93;1285;27;1312
05167;93;87;2;89
05168;93;708;21;729
05169;93;35;1;36
05170;93;2285;52;2337
05171;93;214;4;218
05172;93;310;5;315
05173;93;457;10;467
05174;93;615;22;637
05176;93;267;4;271
05177;93;528;9;537
05178;93;584;40;624
05179;93;3216;144;3360
05180;93;542;14;556
05181;93;294;13;307
05182;93;42;3;45
05183;93;1477;53;1530
05184;93;209;8;217
06001;93;94;0;94
06002;93;54;0;54
06003;93;648;5;653
06004;93;73438;1085;74523
06005;93;175;0;175
06006;93;2272;32;2304
06007;93;3200;68;3268
06008;93;31;2;33
06009;93;109;1;110
06010;93;2921;63;2984
06011;93;3755;28;3783
06012;93;13358;130;13488
06013;93;690;11;701
06014;93;947;6;953
06015;93;1240;21;1261
06016;93;551;4;555
06017;93;254;4;258
06018;93;9668;351;10019
06019;93;1657;19;1676
06020;93;566;11;577
06021;93;731;4;735
06022;93;554;6;560
06023;93;2137;52;2189
06024;93;217;2;219
06025;93;1414;7;1421
06026;93;1380;27;1407
06027;93;52178;491;52669
06028;93;411;4;415
06029;93;74545;802;75347
06030;93;41887;359;42246
06031;93;1300;11;1311
06032;93;4523;68;4591
06033;93;12550;136;12686
06034;93;1656;15;1671
06035;93;1126;9;1135
06036;93;400;4;404
06037;93;298;3;301
06038;93;3664;59;3723
06039;93;942;8;950
06040;93;63;0;63
06041;93;401;6;407
06042;93;665;12;677
06043;93;822;4;826
06044;93;7898;157;8055
06045;93;73;2;75
06046;93;3482;41;3523
06047;93;95;1;96
06048;93;7437;81;7518
06049;93;110;2;112
06050;93;531;6;537
06051;93;98;2;100
06052;93;179;2;181
06053;93;143;1;144
06054;93;5117;40;5157
06055;93;150;3;153
06056;93;142;2;144
06057;93;2554;18;2572
06058;93;611;15;626
06059;93;2256;60;2316
06060;93;1994;34;2028
06061;93;96;3;99
06062;93;317;1;318
06063;93;73;0;73
06064;93;4173;56;4229
06065;93;7010;105;7115
06066;93;1599;11;1610
06067;93;1493;13;1506
06068;93;373;10;383
06069;93;48870;922;49792
06070;93;570;13;583
06071;93;600;7;607
06072;93;162;1;163
06073;93;653;12;665
06074;93;1241;10;1251
06075;93;4761;46;4807
06076;93;47;3;50
06077;93;1294;12;1306
06078;93;321;7;328
06079;93;21998;283;22281
06080;93;106;4;110
06081;93;118;2;120
06082;93;103;1;104
06083;93;30525;456;30981
06084;93;9887;282;10169
06085;93;19982;439;20421
06086;93;251;2;253
06087;93;44;0;44
06088;93;342669;2859;345528
06089;93;2295;74;2369
06090;93;7996;89;8085
06091;93;2370;18;2388
06092;93;1465;13;1478
06093;93;206;1;207
06094;93;783;9;792
06095;93;8192;187;8379
06096;93;105;0;105
06097;93;335;0;335
06098;93;126;1;127
06099;93;1840;81;1921
06100;93;231;0;231
06101;93;184;2;186
06102;93;91;5;96
06103;93;1833;49;1882
06104;93;12839;202;13041
06105;93;7183;195;7378
06106;93;577;8;585
06107;93;68;1;69
06108;93;5385;94;5479
06109;93;950;4;954
06110;93;120;3;123
06111;93;119;4;123
06112;93;4072;122;4194
06113;93;1338;22;1360
06114;93;5695;29;5724
06115;93;87;0;87
06116;93;215;3;218
06117;93;1240;9;1249
06118;93;3903;100;4003
06119;93;108;2;110
06120;93;1494;160;1654
06121;93;1492;8;1500
06122;93;4246;110;4356
06123;93;29169;183;29352
06124;93;49;0;49
06125;93;152;7;159
06126;93;3095;19;3114
06127;93;1444;12;1456
06128;93;3252;70;3322
06129;93;306;82;388
06130;93;3654;104;3758
06131;93;48;2;50
06132;93;458;10;468
06133;93;71;1;72
06134;93;540;8;548
06135;93;197;2;199
06136;93;3805;85;3890
06137;93;1161;24;1185
06138;93;1362;14;1376
06139;93;110;3;113
06140;93;3066;53;3119
06141;93;347;1;348
06142;93;299;2;301
06143;93;664;11;675
06144;93;553;4;557
06145;93;133;1;134
06146;93;155;1;156
06147;93;5013;46;5059
06148;93;4041;100;4141
06149;93;10115;65;10180
06150;93;2981;55;3036
06151;93;867;1;868
06152;93;13486;554;14040
06153;93;835;285;1120
06154;93;464;8;472
06155;93;27364;179;27543
06156;93;161;1;162
06157;93;18940;302;19242
06158;93;776;3;779
06159;93;5033;35;5068
06160;93;89;2;91
06161;93;16285;236;16521
06162;93;696;10;706
06163;93;2166;49;2215
07001;84;376;12;388
07002;84;551;18;569
07003;84;170;1;171
07004;84;81;1;82
07005;84;1464;35;1499
07006;84;158;6;164
07007;84;989;14;1003
07008;84;1458;52;1510
07009;84;1205;23;1228
07010;84;16297;623;16920
07011;84;894;18;912
07012;84;377;9;386
07013;84;1253;22;1275
07014;84;326;7;333
07015;84;535;23;558
07017;84;763;16;779
07018;84;44;0;44
07019;84;12479;776;13255
07020;84;468;11;479
07022;84;1254;26;1280
07023;84;374;6;380
07024;84;661;22;683
07025;84;206;2;208
07026;84;254;8;262
07027;84;1844;30;1874
07028;84;516;10;526
07029;84;251;3;254
07030;84;207;5;212
07031;84;761;18;779
07032;84;164;1;165
07033;84;220;4;224
07034;84;251;3;254
07035;84;614;19;633
07036;84;444;11;455
07037;84;146;3;149
07038;84;49;0;49
07039;84;252;7;259
07040;84;259;5;264
07041;84;2376;65;2441
07042;84;7187;165;7352
07044;84;260;8;268
07045;84;522;7;529
07047;84;84;0;84
07048;84;336;7;343
07049;84;54;3;57
07050;84;941;16;957
07051;84;581;20;601
07052;84;616;10;626
07053;84;523;3;526
07054;84;254;9;263
07055;84;2979;74;3053
07056;84;913;18;931
07058;84;1039;35;1074
07059;84;240;7;247
07060;84;263;5;268
07061;84;415;12;427
07062;84;150;3;153
07063;84;397;9;406
07064;84;2877;156;3033
07065;84;236;3;239
07066;84;3015;173;3188
07067;84;318;4;322
07068;84;572;6;578
07069;84;657;22;679
07070;84;2311;49;2360
07071;84;790;13;803
07072;84;1662;42;1704
07073;84;520;11;531
07074;84;151;4;155
07075;84;149;4;153
07076;84;3063;66;3129
07077;84;254;2;256
07078;84;3168;87;3255
07079;84;1162;21;1183
07080;84;297;7;304
07081;84;58;1;59
07082;84;205;12;217
07083;84;434;10;444
07084;84;1028;37;1065
07085;84;619;14;633
07086;84;931;19;950
07087;84;433;8;441
07088;84;97;2;99
07089;84;1713;48;1761
07090;84;1224;17;1241
07091;84;333;12;345
07092;84;46;1;47
07093;84;275;8;283
07094;84;178;3;181
07095;84;460;3;463
07096;84;371;3;374
07097;84;693;18;711
07098;84;81;4;85
07099;84;633;18;651
07100;84;499;19;518
07101;84;911;21;932
07102;84;10756;221;10977
07103;84;310;3;313
07104;84;87;2;89
07105;84;99;3;102
07106;84;132;1;133
07107;84;1273;23;1296
07108;84;119;8;127
07109;84;297;6;303
07110;84;1752;28;1780
07111;84;169;5;174
07112;84;248;7;255
07113;84;308;7;315
07114;84;201;2;203
07115;84;671;11;682
07116;84;1358;22;1380
07117;84;2206;35;2241
07118;84;145;6;151
07119;84;255;5;260
07120;84;61;0;61
07121;84;192;0;192
07122;84;1657;46;1703
07123;84;165;3;168
07124;84;38;1;39
07126;84;1171;24;1195
07127;84;1118;13;1131
07128;84;379;5;384
07129;84;2349;44;2393
07130;84;205;5;210
07131;84;452;42;494
07132;84;1587;50;1637
07133;84;243;3;246
07134;84;1019;27;1046
07136;84;104;1;105
07137;84;44;0;44
07138;84;2226;46;2272
07139;84;105;0;105
07140;84;797;24;821
07141;84;232;7;239
07142;84;318;8;326
07143;84;773;18;791
07144;84;47;2;49
07145;84;1160;21;1181
07146;84;601;16;617
07147;84;242;5;247
07148;84;146;8;154
07149;84;284;5;289
07150;84;556;20;576
07151;84;257;11;268
07152;84;1183;26;1209
07153;84;264;7;271
07154;84;121;1;122
07155;84;1210;46;1256
07156;84;931;29;960
07157;84;1345;13;1358
07158;84;99;0;99
07159;84;715;10;725
07160;84;64;1;65
07161;84;739;23;762
07162;84;581;19;600
07163;84;81;7;88
07165;84;552;22;574
07166;84;250;2;252
07167;84;1006;19;1025
07168;84;597;17;614
07169;84;381;1;382
07170;84;243;6;249
07171;84;537;8;545
07172;84;2276;51;2327
07173;84;50;0;50
07174;84;482;6;488
07175;84;83;1;84
07176;84;153;2;155
07177;84;847;19;866
07178;84;588;12;600
07179;84;134;2;136
07181;84;2879;39;2918
07182;84;1186;31;1217
07183;84;473;12;485
07184;84;511;13;524
07185;84;703;9;712
07186;84;8465;282;8747
07187;84;135;4;139
07188;84;1686;38;1724
07189;84;315;7;322
07190;84;216;7;223
07191;84;2292;52;2344
07192;84;242;8;250
07193;84;276;4;280
07194;84;457;9;466
07195;84;62;2;64
07196;84;258;4;262
07197;84;2746;84;2830
07198;84;1126;30;1156
07199;84;1249;25;1274
07200;84;59;1;60
07201;84;2276;29;2305
07202;84;177;4;181
07203;84;116;3;119
07204;84;2377;63;2440
07205;84;1419;23;1442
07206;84;77;3;80
07207;84;1084;17;1101
07208;84;123;3;126
07209;84;54;2;56
07210;84;519;11;530
07211;84;461;14;475
07212;84;210;3;213
07213;84;149;1;150
07214;84;206;2;208
07215;84;199;6;205
07216;84;497;21;518
07217;84;833;21;854
07218;84;346;10;356
07219;84;320;6;326
07220;84;107;0;107
07221;84;248;9;257
07222;84;209;5;214
07223;84;139;2;141
07224;84;217;13;230
07225;84;1187;45;1232
07226;84;88;0;88
07227;84;1392;47;1439
07228;84;844;23;867
07229;84;926;25;951
07230;84;413;14;427
07231;84;2833;83;2916
07232;84;413;9;422
07233;84;211;4;215
07234;84;297;3;300
07235;84;216;3;219
07236;84;1147;19;1166
07237;84;777;13;790
07238;84;332;7;339
07239;84;110;2;112
07240;84;2405;45;2450
07241;84;711;17;728
07242;84;112;4;116
07243;84;290;5;295
07244;84;256;5;261
