id_commune;code_region;population_municipale;population_comptee_a_part;population_total
54353;44;922;16;938
54354;44;46;0;46
54355;44;94;2;96
54356;44;67;2;69
54357;44;9818;119;9937
54358;44;279;5;284
54359;44;243;3;246
54360;44;337;8;345
54362;44;1281;7;1288
54363;44;270;6;276
54364;44;1289;19;1308
54365;44;324;9;333
54366;44;1976;20;1996
54367;44;2278;67;2345
54368;44;175;3;178
54369;44;617;7;624
54370;44;225;1;226
54371;44;1069;20;1089
54372;44;511;2;513
54373;44;618;5;623
54374;44;514;9;523
54375;44;1078;17;1095
54376;44;409;7;416
54377;44;159;0;159
54378;44;473;8;481
54379;44;97;0;97
54380;44;413;10;423
54381;44;55;2;57
54382;44;8994;113;9107
54383;44;1117;11;1128
54385;44;1086;25;1111
54386;44;92;1;93
54387;44;151;0;151
54388;44;74;2;76
54389;44;99;2;101
54390;44;101;3;104
54391;44;1568;23;1591
54392;44;312;2;314
54393;44;539;6;545
54394;44;251;6;257
54395;44;105058;1446;106504
54396;44;227;8;235
54397;44;6633;55;6688
54398;44;97;2;99
54399;44;248;1;249
54400;44;1150;22;1172
54401;44;127;5;132
54402;44;413;11;424
54403;44;1190;34;1224
54404;44;264;5;269
54405;44;522;0;522
54406;44;279;7;286
54407;44;96;3;99
54408;44;231;3;234
54409;44;188;0;188
54410;44;519;2;521
54411;44;218;2;220
54412;44;38;3;41
54413;44;151;1;152
54414;44;660;8;668
54415;44;4105;52;4157
54416;44;180;3;183
54417;44;240;7;247
54418;44;171;1;172
54419;44;73;0;73
54420;44;87;1;88
54421;44;317;4;321
54422;44;70;0;70
54423;44;348;10;358
54424;44;43;1;44
54425;44;2539;28;2567
54426;44;480;6;486
54427;44;94;1;95
54428;44;863;9;872
54429;44;300;2;302
54430;44;4870;56;4926
54431;44;14497;187;14684
54432;44;1844;38;1882
54433;44;229;7;236
54434;44;252;2;254
54435;44;362;4;366
54436;44;146;4;150
54437;44;1151;20;1171
54438;44;56;0;56
54439;44;5077;62;5139
54440;44;121;0;121
54441;44;234;5;239
54442;44;97;2;99
54443;44;37;0;37
54444;44;222;2;224
54445;44;102;0;102
54446;44;65;2;67
54447;44;76;1;77
54449;44;1048;15;1063
54450;44;141;1;142
54451;44;3809;76;3885
54452;44;78;2;80
54453;44;161;1;162
54455;44;158;4;162
54456;44;584;8;592
54457;44;44;0;44
54458;44;105;1;106
54459;44;2329;25;2354
54460;44;156;3;159
54461;44;70;2;72
54462;44;2870;28;2898
54463;44;235;2;237
54464;44;105;0;105
54465;44;769;11;780
54466;44;390;5;395
54467;44;191;5;196
54468;44;113;2;115
54469;44;418;5;423
54470;44;74;2;76
54471;44;71;3;74
54472;44;854;16;870
54473;44;280;6;286
54474;44;192;0;192
54475;44;155;6;161
54476;44;416;11;427
54477;44;162;3;165
54478;44;149;1;150
54479;44;95;1;96
54480;44;56;1;57
54481;44;98;3;101
54482;44;10019;110;10129
54483;44;7417;73;7490
54484;44;186;3;189
54485;44;310;6;316
54486;44;355;5;360
54487;44;64;0;64
54488;44;35;0;35
54489;44;148;4;152
54490;44;1473;23;1496
54491;44;315;7;322
54492;44;152;2;154
54493;44;2415;39;2454
54494;44;101;0;101
54495;44;4221;59;4280
54496;44;368;4;372
54497;44;106;3;109
54498;44;5069;66;5135
54499;44;112;4;116
54500;44;183;3;186
54501;44;101;0;101
54502;44;243;1;244
54504;44;668;16;684
54505;44;714;8;722
54507;44;103;2;105
54508;44;245;4;249
54509;44;994;4;998
54510;44;312;6;318
54511;44;112;4;116
54512;44;106;2;108
54513;44;646;4;650
54514;44;601;15;616
54515;44;250;0;250
54516;44;17;1;18
54517;44;203;2;205
54518;44;1110;10;1120
54519;44;587;8;595
54520;44;381;9;390
54521;44;1950;30;1980
54522;44;142;3;145
54523;44;424;2;426
54524;44;84;2;86
54525;44;664;12;676
54526;44;8856;289;9145
54527;44;675;26;701
54528;44;15633;265;15898
54529;44;28;0;28
54530;44;86;2;88
54531;44;56;1;57
54532;44;165;3;168
54533;44;2605;33;2638
54534;44;530;21;551
54535;44;200;2;202
54536;44;2438;24;2462
54537;44;690;29;719
54538;44;381;3;384
54539;44;234;13;247
54540;44;578;6;584
54541;44;165;2;167
54542;44;2322;35;2357
54543;44;158;2;160
54544;44;140;2;142
54545;44;211;5;216
54546;44;930;9;939
54547;44;29942;281;30223
54548;44;538;8;546
54549;44;3594;42;3636
54550;44;322;8;330
54551;44;60;2;62
54552;44;62;2;64
54553;44;150;4;154
54554;44;77;1;78
54555;44;88;0;88
54556;44;107;3;110
54557;44;2306;96;2402
54558;44;280;5;285
54559;44;302;2;304
54560;44;52;0;52
54561;44;47;1;48
54562;44;159;7;166
54563;44;1392;17;1409
54564;44;141;4;145
54565;44;235;2;237
54566;44;154;1;155
54567;44;366;13;379
54568;44;271;3;274
54569;44;191;4;195
54570;44;340;7;347
54571;44;594;8;602
54572;44;683;5;688
54573;44;170;0;170
54574;44;551;19;570
54575;44;1525;37;1562
54576;44;117;1;118
54577;44;143;1;144
54578;44;14525;302;14827
54579;44;339;7;346
54580;44;10003;108;10111
54581;44;297;9;306
54582;44;183;1;184
54583;44;415;8;423
54584;44;1032;22;1054
54585;44;491;6;497
54586;44;741;7;748
54587;44;195;3;198
54588;44;395;9;404
54589;44;128;6;134
54590;44;665;19;684
54591;44;330;12;342
54592;44;260;3;263
54593;44;428;5;433
54594;44;159;1;160
54595;44;561;7;568
54596;44;966;7;973
54597;44;443;3;446
54598;44;270;7;277
54599;44;112;0;112
54600;44;129;1;130
54601;44;103;1;104
54602;44;148;0;148
55001;44;290;10;300
55002;44;103;3;106
55004;44;77;0;77
55005;44;36;1;37
55007;44;241;2;243
55008;44;146;5;151
55009;44;538;19;557
55010;44;2662;73;2735
55011;44;257;3;260
55012;44;414;8;422
55013;44;474;8;482
55014;44;361;7;368
55015;44;498;12;510
55017;44;118;5;123
55018;44;40;2;42
55021;44;62;2;64
55022;44;151;4;155
55023;44;116;1;117
55024;44;162;3;165
55025;44;277;3;280
55026;44;132;5;137
55027;44;159;3;162
55028;44;113;3;116
55029;44;14625;596;15221
55031;44;378;6;384
55032;44;45;1;46
55033;44;18;1;19
55034;44;115;3;118
55035;44;147;6;153
55036;44;92;1;93
55037;44;145;2;147
55038;44;38;2;40
55039;44;0;0;0
55040;44;253;6;259
55041;44;608;16;624
55042;44;525;12;537
55043;44;3040;53;3093
55044;44;33;3;36
55045;44;558;8;566
55046;44;128;4;132
55047;44;161;6;167
55048;44;34;2;36
55049;44;421;0;421
55050;44;0;0;0
55051;44;125;3;128
55053;44;369;2;371
55054;44;61;5;66
55055;44;13;1;14
55057;44;78;2;80
55058;44;326;10;336
55059;44;191;8;199
55060;44;346;14;360
55061;44;239;6;245
55062;44;114;1;115
55063;44;2464;39;2503
55064;44;104;0;104
55065;44;119;0;119
55066;44;131;4;135
55067;44;100;2;102
55068;44;111;3;114
55069;44;229;3;232
55070;44;120;6;126
55071;44;182;5;187
55072;44;109;1;110
55073;44;691;50;741
55075;44;174;4;178
55076;44;168;1;169
55077;44;263;9;272
55078;44;305;9;314
55079;44;696;21;717
55080;44;80;4;84
55081;44;58;1;59
55082;44;46;1;47
55083;44;153;4;157
55084;44;57;2;59
55085;44;288;4;292
55087;44;81;8;89
55088;44;152;4;156
55089;44;88;1;89
55093;44;290;3;293
55094;44;549;11;560
55095;44;104;4;108
55096;44;112;1;113
55097;44;312;6;318
55099;44;121;1;122
55100;44;79;8;87
55101;44;298;8;306
55102;44;524;19;543
55103;44;21;2;23
55104;44;81;3;84
55105;44;178;4;182
55106;44;179;5;184
55107;44;47;1;48
55108;44;124;4;128
55109;44;237;7;244
55110;44;226;7;233
55111;44;444;20;464
55113;44;156;1;157
55114;44;206;4;210
55115;44;46;0;46
55116;44;55;2;57
55117;44;1453;34;1487
55118;44;96;2;98
55119;44;190;1;191
55120;44;785;23;808
55121;44;119;5;124
55122;44;5386;235;5621
55123;44;712;15;727
55124;44;309;4;313
55125;44;797;19;816
55127;44;41;0;41
55128;44;41;1;42
55129;44;37;1;38
55132;44;1680;29;1709
55133;44;87;5;92
55134;44;153;4;157
55137;44;48;0;48
55138;44;133;3;136
55139;44;0;0;0
55140;44;17;0;17
55141;44;83;0;83
55142;44;121;6;127
55143;44;127;8;135
55144;44;385;13;398
55145;44;626;74;700
55146;44;207;11;218
55148;44;112;4;116
55149;44;122;0;122
55150;44;521;13;534
55153;44;195;2;197
55154;44;1441;47;1488
55155;44;397;7;404
55156;44;138;4;142
55157;44;52;0;52
55158;44;731;8;739
55159;44;338;3;341
55160;44;38;0;38
55162;44;35;0;35
55163;44;56;3;59
55165;44;426;12;438
55166;44;1311;24;1335
55167;44;660;10;670
55168;44;44;0;44
55169;44;514;6;520
55170;44;118;1;119
55171;44;256;4;260
55172;44;63;1;64
55173;44;40;3;43
55174;44;77;0;77
55175;44;189;5;194
55177;44;46;4;50
55178;44;184;6;190
55179;44;153;3;156
55180;44;136;11;147
55181;44;3507;74;3581
55182;44;208;3;211
55183;44;37;1;38
55184;44;1651;32;1683
55185;44;89;5;94
55186;44;2109;58;2167
55188;44;44;1;45
55189;44;0;0;0
55191;44;232;5;237
55192;44;44;1;45
55193;44;123;2;125
55194;44;58;0;58
55195;44;127;4;131
55196;44;128;1;129
55197;44;167;4;171
55198;44;652;9;661
55199;44;91;2;93
55200;44;206;4;210
55201;44;59;0;59
55202;44;149;3;152
55204;44;293;5;298
55206;44;98;4;102
55207;44;53;1;54
55208;44;60;2;62
55210;44;40;0;40
55211;44;65;1;66
55212;44;81;0;81
55214;44;279;21;300
55215;44;1074;17;1091
55216;44;63;0;63
55217;44;115;6;121
55218;44;39;0;39
55219;44;102;2;104
55220;44;78;0;78
55221;44;245;6;251
55222;44;32;2;34
55224;44;583;13;596
55225;44;143;7;150
55226;44;123;1;124
55228;44;552;11;563
55229;44;272;3;275
55232;44;114;0;114
55236;44;941;24;965
55237;44;227;1;228
55239;44;0;0;0
55241;44;78;3;81
55242;44;111;4;115
55243;44;181;5;186
55244;44;232;3;235
55245;44;165;2;167
55246;44;150;1;151
55247;44;51;5;56
55248;44;285;7;292
55250;44;182;8;190
55251;44;103;3;106
55252;44;154;2;156
55253;44;715;13;728
55254;44;123;3;126
55255;44;260;6;266
55256;44;148;0;148
55257;44;43;0;43
55258;44;617;17;634
55260;44;54;2;56
55261;44;142;2;144
55262;44;266;2;268
55263;44;158;4;162
55264;44;266;5;271
55265;44;138;5;143
55266;44;50;0;50
55267;44;272;8;280
55268;44;712;17;729
55269;44;74;0;74
55270;44;28;1;29
55271;44;378;6;384
55272;44;441;17;458
55274;44;290;6;296
55275;44;87;4;91
55276;44;215;2;217
55278;44;194;3;197
55279;44;445;8;453
55280;44;59;0;59
55281;44;95;0;95
55282;44;95;3;98
55284;44;72;0;72
55285;44;153;4;157
55286;44;241;1;242
55288;44;1416;16;1432
55289;44;60;1;61
55290;44;54;2;56
55291;44;4018;135;4153
55292;44;189;7;196
55293;44;168;4;172
55295;44;31;1;32
55296;44;477;8;485
55297;44;111;1;112
55298;44;295;9;304
55299;44;120;3;123
55300;44;224;7;231
55301;44;121;8;129
55302;44;1129;35;1164
55303;44;72;4;76
55304;44;159;6;165
55306;44;113;1;114
55307;44;0;0;0
55310;44;113;4;117
55311;44;29;1;30
55312;44;165;6;171
55313;44;67;2;69
55315;44;117;5;122
55316;44;400;7;407
55317;44;142;7;149
55320;44;67;2;69
55321;44;162;7;169
55322;44;46;1;47
55323;44;68;1;69
55324;44;517;13;530
55325;44;51;1;52
55326;44;111;3;114
55327;44;251;2;253
55328;44;288;6;294
55329;44;223;2;225
55330;44;90;2;92
55331;44;78;0;78
55332;44;238;5;243
55333;44;41;0;41
55334;44;167;3;170
55335;44;252;9;261
55336;44;151;2;153
55338;44;149;5;154
55339;44;78;1;79
55340;44;377;11;388
55341;44;126;2;128
55343;44;60;2;62
55344;44;22;0;22
55345;44;102;3;105
55346;44;296;7;303
55347;44;350;3;353
55348;44;373;4;377
55349;44;111;6;117
55350;44;74;0;74
55351;44;2052;85;2137
55352;44;143;18;161
55353;44;81;0;81
55355;44;155;1;156
55356;44;105;1;106
55357;44;108;3;111
55358;44;189;5;194
55359;44;206;2;208
55360;44;110;1;111
55361;44;127;0;127
55362;44;178;3;181
55363;44;93;1;94
55364;44;667;29;696
55365;44;142;4;146
55366;44;993;34;1027
55367;44;136;4;140
55368;44;144;9;153
55369;44;803;21;824
55370;44;225;2;227
55371;44;74;4;78
55372;44;373;12;385
55373;44;83;5;88
55374;44;75;1;76
55375;44;64;1;65
55376;44;86;4;90
55377;44;90;1;91
55378;44;244;3;247
55379;44;71;2;73
55380;44;54;1;55
55381;44;174;8;182
55382;44;362;9;371
55383;44;216;2;218
55384;44;123;4;127
55385;44;491;16;507
55386;44;219;5;224
55387;44;239;4;243
55388;44;278;4;282
55389;44;250;6;256
55391;44;197;6;203
55394;44;6;0;6
55395;44;56;3;59
55396;44;226;5;231
55397;44;238;4;242
55398;44;1016;17;1033
55399;44;117;0;117
55400;44;43;0;43
55401;44;413;11;424
55403;44;60;1;61
55404;44;326;11;337
55405;44;256;4;260
55406;44;110;4;114
55407;44;127;6;133
55408;44;173;8;181
55409;44;65;2;67
55410;44;134;6;140
55411;44;107;1;108
55412;44;187;5;192
55414;44;184;1;185
55415;44;86;1;87
55416;44;224;7;231
55419;44;161;4;165
55420;44;77;0;77
55421;44;77;4;81
55422;44;51;0;51
55423;44;330;8;338
55424;44;50;0;50
55425;44;134;0;134
55426;44;387;15;402
55427;44;2802;51;2853
55428;44;123;1;124
55429;44;47;0;47
55430;44;65;1;66
55431;44;58;0;58
55433;44;358;13;371
55434;44;50;2;52
55435;44;782;24;806
55436;44;29;0;29
55437;44;122;3;125
55438;44;185;4;189
55439;44;89;5;94
55442;44;248;3;251
55443;44;592;6;598
55444;44;221;0;221
55445;44;189;8;197
55446;44;85;4;89
55447;44;372;7;379
55448;44;48;1;49
55449;44;289;4;293
55450;44;45;2;47
55452;44;49;2;51
55453;44;65;1;66
55454;44;166;1;167
55456;44;232;8;240
55457;44;181;5;186
55458;44;375;0;375
55459;44;239;3;242
55460;44;139;2;141
55461;44;472;16;488
55462;44;340;11;351
55463;44;4039;71;4110
55464;44;155;8;163
55465;44;104;0;104
55466;44;294;8;302
55467;44;689;14;703
55468;44;98;0;98
55469;44;90;0;90
55470;44;193;2;195
55471;44;83;1;84
55472;44;116;6;122
55473;44;113;12;125
55474;44;230;7;237
55475;44;60;1;61
55476;44;471;13;484
55477;44;405;15;420
55479;44;163;3;166
55481;44;336;2;338
55482;44;101;2;103
55484;44;47;1;48
55485;44;72;3;75
55487;44;97;2;99
55488;44;150;5;155
55489;44;274;7;281
55490;44;332;11;343
55492;44;989;13;1002
55493;44;190;5;195
55494;44;428;21;449
55495;44;252;1;253
55496;44;1066;30;1096
55497;44;327;3;330
55498;44;465;5;470
55500;44;832;12;844
55501;44;385;10;395
55502;44;2507;129;2636
55503;44;124;2;126
55504;44;414;11;425
55505;44;3165;97;3262
55506;44;31;0;31
55507;44;219;2;221
55508;44;348;2;350
55509;44;274;6;280
55510;44;131;3;134
55511;44;120;3;123
55512;44;279;4;283
55514;44;605;10;615
55515;44;69;1;70
55516;44;559;6;565
55517;44;513;6;519
55518;44;143;2;145
55519;44;1353;29;1382
55520;44;461;11;472
55521;44;244;1;245
55522;44;111;3;114
55523;44;189;4;193
55525;44;75;0;75
55526;44;263;4;267
55527;44;639;11;650
55528;44;51;0;51
55530;44;93;1;94
55531;44;280;27;307
55532;44;310;5;315
55533;44;1939;23;1962
55534;44;53;0;53
55535;44;96;0;96
55536;44;17;3;20
55537;44;80;0;80
55540;44;60;1;61
55541;44;525;9;534
55543;44;948;21;969
55544;44;151;2;153
55545;44;16942;964;17906
55546;44;206;8;214
55547;44;117;4;121
55549;44;89;1;90
55551;44;1555;94;1649
55552;44;82;4;86
55553;44;1309;36;1345
55554;44;267;15;282
55555;44;33;1;34
55556;44;49;1;50
55557;44;120;2;122
55559;44;46;2;48
55560;44;131;4;135
55561;44;51;5;56
55562;44;125;2;127
55563;44;80;4;84
55565;44;79;3;82
55566;44;306;3;309
55567;44;142;2;144
55568;44;280;5;285
55569;44;165;5;170
55570;44;208;7;215
55571;44;226;8;234
55572;44;87;1;88
55573;44;1629;30;1659
55574;44;44;2;46
55575;44;86;0;86
55577;44;59;2;61
55578;44;184;7;191
55579;44;102;0;102
55580;44;51;3;54
55581;44;106;3;109
55582;44;91;1;92
55583;44;201;4;205
55584;44;123;2;125
55586;44;107;3;110
56001;53;3886;128;4014
56002;53;1961;52;2013
56003;53;5392;175;5567
56004;53;1682;31;1713
56005;53;2198;35;2233
56006;53;1526;31;1557
56007;53;14141;423;14564
56008;53;4396;121;4517
56009;53;1012;20;1032
56010;53;6234;192;6426
56011;53;1395;27;1422
56012;53;1962;42;2004
56013;53;3760;61;3821
56014;53;1544;137;1681
56015;53;2026;30;2056
56017;53;2774;63;2837
56018;53;1008;27;1035
56019;53;336;10;346
56020;53;855;15;870
56021;53;1459;27;1486
56022;53;1300;27;1327
56023;53;6660;282;6942
56024;53;2289;35;2324
56025;53;192;4;196
56026;53;2317;59;2376
56027;53;540;8;548
56028;53;1589;37;1626
56029;53;1233;24;1257
56030;53;1039;16;1055
56031;53;3066;61;3127
56032;53;1888;53;1941
56033;53;3074;58;3132
56034;53;4236;126;4362
56035;53;1149;31;1180
56036;53;6920;202;7122
56039;53;979;21;1000
56040;53;3298;61;3359
56041;53;2828;90;2918
56042;53;2192;36;2228
56043;53;737;10;747
56044;53;786;30;816
56045;53;672;10;682
56046;53;3394;81;3475
56047;53;1520;47;1567
56048;53;708;17;725
56049;53;173;4;177
56050;53;885;32;917
56051;53;655;5;660
56052;53;1839;26;1865
56053;53;6261;119;6380
56054;53;3853;97;3950
56055;53;2054;180;2234
56056;53;199;4;203
56057;53;2793;58;2851
56058;53;3318;62;3380
56060;53;951;35;986
56061;53;3962;80;4042
56062;53;680;20;700
56063;53;2637;90;2727
56065;53;721;25;746
56066;53;3779;150;3929
56067;53;5552;139;5691
56068;53;322;3;325
56069;53;2234;53;2287
56070;53;2272;51;2323
56071;53;800;12;812
56072;53;514;10;524
56073;53;1060;17;1077
56074;53;1822;37;1859
56075;53;6091;300;6391
56076;53;1313;38;1351
56077;53;999;17;1016
56078;53;11767;309;12076
56079;53;1343;41;1384
56080;53;1305;143;1448
56081;53;2083;60;2143
56082;53;384;7;391
56083;53;16062;405;16467
56084;53;852;13;865
56085;53;94;6;100
56086;53;216;6;222
56087;53;620;18;638
56088;53;227;8;235
56089;53;2185;58;2243
56090;53;6548;135;6683
56091;53;2482;95;2577
56092;53;833;15;848
56093;53;720;26;746
56094;53;6786;216;7002
56096;53;2392;51;2443
56097;53;3961;70;4031
56098;53;23124;475;23599
56099;53;378;6;384
56100;53;1724;58;1782
56101;53;8064;151;8215
56102;53;2165;49;2214
56103;53;299;4;303
56104;53;801;11;812
56105;53;1144;23;1167
56106;53;874;18;892
56107;53;8319;243;8562
56108;53;1067;21;1088
56109;53;1167;27;1194
56110;53;846;21;867
56111;53;1312;22;1334
56112;53;736;15;751
56113;53;903;20;923
56114;53;931;30;961
56115;53;1708;39;1747
56116;53;1552;45;1597
56117;53;4505;238;4743
56118;53;4039;112;4151
56119;53;3464;63;3527
56120;53;1885;40;1925
56121;53;57246;1486;58732
56122;53;1621;42;1663
56123;53;2195;43;2238
56124;53;2470;78;2548
56125;53;1841;66;1907
56126;53;2421;28;2449
56127;53;3145;71;3216
56128;53;1521;27;1548
56129;53;1532;36;1568
56130;53;3238;70;3308
56131;53;1417;31;1448
56132;53;2262;53;2315
56133;53;1155;27;1182
56134;53;979;11;990
56135;53;1605;29;1634
56136;53;756;15;771
56137;53;3299;78;3377
56139;53;360;10;370
56140;53;3733;94;3827
56141;53;1733;37;1770
56143;53;5066;126;5192
56144;53;3483;63;3546
56145;53;1109;27;1136
56146;53;1390;49;1439
56147;53;4677;85;4762
56148;53;1576;32;1608
56149;53;2520;52;2572
56151;53;3605;116;3721
56152;53;2544;54;2598
56153;53;2712;43;2755
56154;53;1847;50;1897
56155;53;2019;26;2045
56156;53;351;6;357
56157;53;1953;55;2008
56158;53;6145;178;6323
56159;53;1820;43;1863
56160;53;1297;22;1319
56161;53;2988;89;3077
56162;53;17778;639;18417
56163;53;1209;26;1235
56164;53;6635;222;6857
56165;53;9791;564;10355
56166;53;5792;128;5920
56167;53;2522;82;2604
56168;53;2214;48;2262
56169;53;5386;125;5511
56170;53;1062;32;1094
56171;53;1532;26;1558
56172;53;2679;79;2758
56173;53;4355;97;4452
56174;53;2770;70;2840
56175;53;4178;94;4272
56176;53;5905;140;6045
56177;53;7676;141;7817
56178;53;15064;934;15998
56179;53;3844;85;3929
56180;53;729;16;745
56181;53;2654;100;2754
56182;53;967;181;1148
56184;53;7862;274;8136
56185;53;8770;238;9008
56186;53;4658;91;4749
56188;53;1416;23;1439
56189;53;1067;16;1083
56190;53;1964;52;2016
56191;53;411;10;421
56193;53;5821;144;5965
56194;53;2865;74;2939
56195;53;701;11;712
56196;53;641;13;654
56197;53;2758;75;2833
56198;53;1636;44;1680
56199;53;705;14;719
56200;53;1385;34;1419
56201;53;579;11;590
56202;53;529;14;543
56203;53;631;14;645
56204;53;632;8;640
56205;53;873;18;891
56206;53;11895;303;12198
56207;53;1160;17;1177
56208;53;304;10;314
56209;53;179;7;186
56210;53;480;6;486
56211;53;795;17;812
56212;53;2539;42;2581
56213;53;1144;30;1174
56214;53;1531;24;1555
56215;53;1106;25;1131
56216;53;393;4;397
56218;53;716;5;721
56219;53;1389;22;1411
56220;53;1262;30;1292
56221;53;1747;83;1830
56222;53;2836;140;2976
56223;53;1469;59;1528
56224;53;381;10;391
56225;53;202;8;210
56226;53;532;23;555
56227;53;584;14;598
56228;53;1106;48;1154
56229;53;1294;19;1313
56230;53;470;11;481
56231;53;3847;123;3970
56232;53;1074;41;1115
56233;53;1495;43;1538
56234;53;2056;39;2095
56236;53;812;18;830
56237;53;1865;77;1942
56238;53;369;9;378
56239;53;1563;42;1605
56240;53;8791;177;8968
56241;53;996;24;1020
56242;53;652;18;670
56243;53;8900;255;9155
56244;53;3066;40;3106
56245;53;463;14;477
56246;53;2104;44;2148
56247;53;3756;90;3846
56248;53;4724;96;4820
56249;53;2191;87;2278
56250;53;604;5;609
56251;53;8251;236;8487
56252;53;1210;8;1218
56253;53;640;25;665
56254;53;1308;19;1327
56255;53;2406;56;2462
56256;53;116;0;116
56257;53;671;17;688
56258;53;1622;47;1669
56259;53;1687;22;1709
56260;53;53719;1973;55692
56261;53;1489;30;1519
56262;53;2533;43;2576
56263;53;2770;126;2896
56264;53;384;10;394
57001;44;330;3;333
57002;44;70;1;71
57003;44;1400;20;1420
57004;44;79;1;80
57006;44;991;28;1019
57007;44;124;2;126
57008;44;204;7;211
57009;44;104;1;105
57010;44;156;2;158
57011;44;618;23;641
57012;44;6120;56;6176
57013;44;2535;51;2586
57014;44;370;7;377
57015;44;577;7;584
57016;44;389;8;397
57017;44;2098;23;2121
57018;44;132;8;140
57019;44;10416;72;10488
57020;44;305;3;308
57021;44;1518;30;1548
57022;44;1253;29;1282
57024;44;184;0;184
57025;44;527;7;534
57026;44;1070;18;1088
57027;44;126;3;129
57028;44;1339;39;1378
57029;44;215;3;218
57030;44;565;3;568
57031;44;899;15;914
57032;44;4704;53;4757
57033;44;537;15;552
57034;44;35;1;36
57035;44;117;3;120
57036;44;103;0;103
57037;44;269;5;274
57038;44;7048;63;7111
57039;44;2165;34;2199
57040;44;278;2;280
57041;44;2351;33;2384
57042;44;593;12;605
57043;44;1469;31;1500
57044;44;123;5;128
57045;44;109;1;110
57046;44;763;14;777
57047;44;1055;20;1075
57048;44;73;2;75
57049;44;4517;72;4589
57050;44;112;2;114
57051;44;368;4;372
57052;44;576;9;585
57053;44;111;6;117
57054;44;188;0;188
57055;44;536;3;539
57056;44;194;5;199
57057;44;608;6;614
57058;44;6562;65;6627
57059;44;51;2;53
57060;44;532;7;539
57061;44;1152;26;1178
57062;44;432;14;446
57063;44;216;8;224
57064;44;261;4;265
57065;44;220;6;226
57066;44;514;8;522
57067;44;2801;59;2860
57069;44;463;7;470
57070;44;248;2;250
57071;44;387;5;392
57072;44;622;8;630
57073;44;870;16;886
57074;44;824;17;841
57075;44;293;3;296
57076;44;508;17;525
57077;44;97;3;100
57079;44;445;9;454
57080;44;83;0;83
57081;44;131;1;132
57082;44;331;7;338
57083;44;1211;26;1237
57084;44;303;2;305
57085;44;384;2;386
57086;44;235;5;240
57087;44;248;4;252
57088;44;313;7;320
57089;44;4951;101;5052
57090;44;111;2;113
57091;44;1010;21;1031
57092;44;619;8;627
57093;44;646;12;658
57095;44;578;9;587
57096;44;2476;25;2501
57097;44;5580;71;5651
57098;44;239;13;252
57099;44;230;5;235
57100;44;174;5;179
57101;44;1248;24;1272
57102;44;3205;48;3253
57103;44;125;4;129
57104;44;1180;28;1208
57105;44;150;1;151
57106;44;3926;78;4004
57107;44;106;0;106
57108;44;318;5;323
57109;44;761;12;773
57110;44;430;2;432
57111;44;525;3;528
57112;44;85;1;86
57113;44;972;22;994
57114;44;425;15;440
57115;44;96;4;100
57116;44;95;1;96
57117;44;588;5;593
57118;44;167;6;173
57119;44;1191;31;1222
57120;44;123;3;126
57121;44;212;5;217
57122;44;685;11;696
57123;44;3415;44;3459
57124;44;2628;34;2662
57125;44;420;7;427
57126;44;325;10;335
57127;44;147;1;148
57128;44;321;3;324
57129;44;672;21;693
57130;44;75;1;76
57131;44;286;11;297
57132;44;2357;244;2601
57133;44;96;0;96
57134;44;1916;193;2109
57136;44;570;17;587
57137;44;812;14;826
57138;44;83;3;86
57139;44;291;6;297
57140;44;577;10;587
57141;44;91;0;91
57142;44;423;7;430
57143;44;3374;33;3407
57144;44;3380;42;3422
57145;44;326;5;331
57146;44;796;19;815
57147;44;338;14;352
57148;44;567;11;578
57149;44;200;4;204
57150;44;691;8;699
57151;44;153;2;155
57152;44;510;10;520
57153;44;2185;39;2224
57154;44;634;19;653
57155;44;3006;325;3331
57156;44;1172;11;1183
57158;44;246;1;247
57159;44;3871;56;3927
57160;44;13042;216;13258
57161;44;116;1;117
57162;44;864;14;878
57163;44;2430;47;2477
57165;44;690;9;699
57166;44;107;2;109
57167;44;371;6;377
57168;44;679;16;695
57169;44;497;16;513
57171;44;1148;9;1157
57172;44;282;1;283
57173;44;101;3;104
57174;44;96;1;97
57175;44;221;6;227
57176;44;1680;41;1721
57177;44;2800;232;3032
57178;44;346;6;352
57179;44;1828;33;1861
57180;44;345;7;352
57181;44;78;1;79
57182;44;96;3;99
57183;44;189;2;191
57186;44;954;11;965
57187;44;367;6;373
57188;44;419;77;496
57189;44;222;2;224
57190;44;418;4;422
57191;44;705;8;713
57192;44;1239;33;1272
57193;44;2157;25;2182
57194;44;1242;37;1279
57195;44;572;15;587
57196;44;420;11;431
57197;44;513;5;518
57198;44;193;3;196
57199;44;686;15;701
57200;44;399;10;409
57201;44;725;13;738
57202;44;1161;17;1178
57203;44;228;4;232
57204;44;530;10;540
57205;44;2506;31;2537
57206;44;14442;157;14599
57207;44;5493;56;5549
57208;44;1355;34;1389
57209;44;5154;84;5238
57210;44;686;17;703
57211;44;1179;12;1191
57212;44;730;9;739
57213;44;773;14;787
57214;44;414;7;421
57215;44;324;4;328
57216;44;144;5;149
57217;44;900;18;918
57218;44;1286;30;1316
57219;44;546;6;552
57220;44;119;2;121
57221;44;11972;93;12065
57222;44;1325;38;1363
57224;44;3949;69;4018
57225;44;140;0;140
57226;44;3095;40;3135
57227;44;21597;290;21887
57228;44;200;5;205
57229;44;156;3;159
57230;44;195;2;197
