voie;id_bien;type_de_voie;id_no_voie
DE ROUTEQUEUE;15122;RUE;9001
MILA;15123;RUE;24
LE PLAN;15124;;5
DU MARCHE;15125;PL;16
DES ILES D OR;15126;AV;58
DU FORUM;15127;RUE;340
DE LA BAIE DES ISLES;15128;AV;749
LES PEYROUAS;15129;;6935
DES QUATRE VENTS;15130;IMP;16
LE VIGUIER;15131;RES;9100
CHARLES DE GAULLE;15132;AV;9001
OLIVE;15133;CHE;78
DE REPENTANCE;15134;CHE;11
NOTRE DAME;15135;RUE;8
JEAN PHILIPPE RAMEAU;15136;RUE;330
GENERAL GOURAUD;15137;AV;430
DANTON;15138;RUE;50
DE L HERSEAU;15139;RUE;18
DU PORT;15140;RUE;45
DE L'ORGATTE;15141;RUE;14
LA BASTIDE BD ARAGO;15142;RES;36
CORNICHE DU NOUCH;15143;RUE;16
DES GENETS;15144;RUE;2
DES DUNES;15145;RUE;9034
DE LA GIBAUDERIE;15146;RUE;14
D'EGLY;15147;RTE;11
HENRI DEUDON;15148;PL;6
DU PROCES;15149;CHE;10
DES PLATANES;15150;ALL;3
ANATOLE FRANCE;15151;RUE;10
PIERREUSE;15152;RUE;27
DU PETIT PARIS;15153;RUE;13
SAINTE CROIX;15154;RUE;14
DES FRERES LUMIERE;15155;RUE;6
DES TREILLAGEURS;15156;ALL;4
DU COLLEGE;15157;CHE;2
DUBREUIL;15158;BD;33
DOM DE LA BUTTE A LA REINE;15159;;18
DES PERVENCHES;15160;ALL;18
ARISTIDE BRIAND;15161;BD;116
LE MOULIN DE VILLOISON;15162;;5307
DES LILAS;15163;ALL;5
PROSPER LEGOUTE;15164;RUE;30
SAINT EXUPERY;15165;AV;21
FERNAND PELLOUTIER;15166;RUE;33
MARTRE;15167;RUE;88
BAUDIN;15168;RUE;7
SEGOFFIN;15169;RUE;72
DU MOULIN DE PIERRE;15170;RUE;1
DU CHEVALIER DE LA BARRE;15171;RUE;9
JULES GUESDE;15172;RUE;70
CARNOT;15173;RUE;3
JEAN JAURES;15174;AV;100
DU DOCTEUR FOUCAULT;15175;RUE;25
DES HUISSIERS;15176;RUE;5
THEOPHILE GAUTIER;15177;RUE;9
BINEAU;15178;BD;187
GRANDE RUE;15179;RUE;22
PAUL LAFARGUE;15180;RUE;14
ALBERT 1ER;15181;AV;88
DU MOULIN;15182;RUE;10
PASTEUR;15183;AV;16
GEORGES CLEMENCEAU;15184;RUE;7
DE LA MARNE;15185;AV;120
DU GAL LECLERC;15186;RUE;48
DE ROSNY;15187;ALL;15
FAIDHERBE;15188;AV;70
DES CAHOUETTES;15189;RUE;18
PAUL ET CAMILLE THOMOUX;15190;RUE;178
DE LA REPUBLIQUE;15191;RUE;18
DU GEN LECLERC;15192;RUE;45
DES MYOSOTIS;15193;RUE;11
DES ENTREPRENEURS;15194;RUE;7
DES MARRONNIERS;15195;AV;27
DU RAINCY;15196;AV;41
GROUPE MANOUCHIAN;15197;RUE;48
DU GENERAL LECLERC;15198;AV;142
MARCEL BONNET;15199;RUE;34
DU DOCTEUR HENOUILLE;15200;RUE;18
CARRIERES;15201;QUAI;38
GABRIEL PERI;15202;RUE;4
CHEVREUL;15203;RUE;5
DE LA REPUBLIQUE;15204;AV;232
EMILE BOUTRAIS;15205;RUE;30
DE FONTAINEBLEAU;15206;AV;16
DELESCLUZE;15207;RUE;3
DE STRASBOURG;15208;BD;23
DES PEUPLIERS;15209;ALL;4
JULES GUESDE;15210;RUE;118
DES TILLEULS;15211;AV;102
JEAN JAURES;15212;RUE;27
DES ANTES;15213;AV;25
GEORGES CLEMENCEAU;15214;RUE;1
RENON;15215;RUE;6
DU DOCTEUR LEBEL;15216;RUE;21
HENRI BARBUSSE;15217;RUE;25
EDOUARD VAILLANT;15218;RUE;66
DU MAL FOCH;15219;AV;4
DU TEMPLE;15220;RUE;7
FRANCOIS TRUFFAUT;15221;RUE;16
NATIONALE 1;15222;RTE;62
DE LA PAIX;15223;RUE;5
ETIENNE DOLET;15224;RUE;8
CARNOT;15225;RUE;15
PIERRE CURIE;15226;RUE;
PIERRE SEMARD;15227;AV;100
DE LA BAIE;15228;RES;5150
DE MONTABO (D1);15229;RTE;2510
HONORE DE BALZAC;15230;ALL;5001
LA COLETTE;15231;;9001
GENERAL DE GAULLE;15232;RUE;58
DU BEAUPRE;15233;RUE;32
RES DU ROI ALARIC;15234;RUE;
SAINT ELOI;15235;RUE;5
JEAN MONNET;15236;RUE;6054
VICAIRIE;15237;RUE;2
DUGUAY TROUIN;15238;RUE;25
PIERRE DE COUBERTIN;15239;RUE;59
GEORGES CLOAREC;15240;RUE;1
D HURTIERES;15241;RTE;84
SIMON LAHU;15242;RUE;537
D EPERNAY;15243;FG;7
INKERMANN;15244;RUE;12
DU GENERAL LECLERC;15245;PL;24
DU CHIEN;15246;RUE;15
DU BREUIL;15247;RUE;11
DE LA GARE;15248;AV;16
DU SERGENT PERRIER;15249;RUE;6
DE LA CROIX NEUVE;15250;RUE;7
BERTIE ALBRECHT;15251;RUE;1
DES GRISARDES;15252;RUE;4
LA COLLINE VALMER;15253;;8061
DE LA FORET;15254;RUE;6
DE LONGPONT;15255;RTE;185
JULES CESAR;15256;CHS;250
DU BOEUF;15257;RUE;44
DES APOTRES;15258;RUE;36
DU CHANE;15259;RUE;47
GEORGES MARIN;15260;RUE;8
DES MORAINES;15261;RUE;711
DU MURET;15262;RUE;12
PARC MONTFAULT;15263;RES;4
LES AGNEAUX;15264;RES;5449
DE LA LIBERATION;15265;AV;3
GEORGES CLEMENCEAU;15266;RUE;9
TANIT;15267;CHE;41
DOCTEUR DAUTHEVILLE;15268;AV;10
VILLAGE;15269;;5031
DE LA BOURGADE;15270;PAS;30
CYRILLE BESSET;15271;AV;89
DES MURIERS;15272;RUE;2
DE LA PETITE COLLINE;15273;RUE;4
CARNOT;15274;RUE;8
DE FABRON;15275;AV;384
BONAPARTE;15276;RUE;39
DELILLE;15277;RUE;24
PENCHIENATTI;15278;RUE;17
DES ANGLAIS;15279;PROM;93
DES ANGLAIS;15280;PROM;93
CORNICHE FLEURIE;15281;AV;96
MARIE BASHKIRTSEFF;15282;RUE;21
DU SANTON DE PRE BOUQUET;15283;BD;448
DE LA LIBERATION;15284;AV;1
ALBERT CAMUS;15285;RUE;7
VILLAGE DE TOUDON;15286;;5012
GEORGES POMPIDOU;15287;AV;35
DE LA GABELLE PROLONG;15288;CHE;71
FRANCOIS BLANC;15289;RUE;15
DES PRES;15290;CHE;3
DE LA COOPERATIVE;15291;RUE;9
DU LYS DES SABLES;15292;RUE;4
DU DRAKKAR;15293;RUE;136
EDMOND HALLEY MILLES;15294;RUE;135
LES GONAGUES;15295;CHE;5080
LE MAIL;15296;VC;9020
LONGCHAMP;15297;BD;93
BERNEX;15298;RUE;6
CAMILLE FLAMMARION;15299;BD;22
FAUCHIER;15300;RUE;35
JEAN CRISTOFOL;15301;RUE;9
DE ROUX;15302;IMP;19
CHARLES DE FOUCAULD;15303;RUE;4
D ARRAS;15304;BD;25
ALEXIS CARREL;15305;RUE;8
VELTEN;15306;BD;25
PUJOL;15307;RUE;7
PARDIGON;15308;BD;16
TROIS FRERES CARASSO;15309;RUE;33
GOYA;15310;ALL;1
LIANDIER;15311;RUE;122
ST JEAN DU DESERT;15312;RUE;17
DES PLATRIERES;15313;TSSE;67
ROMIEU;15314;BD;8
DES VILLAS;15315;RUE;8
DU PETIT CASINO;15316;IMP;
PETITE COUTURE;15317;RUE;8
DE VILLERS;15318;RTE;18
DES GABIONS;15319;AV;9031
LESSON;15320;RUE;49
DU CHAMP CLOS;15321;PL;15
NEUVE D ARGENSON;15322;RUE;33
DE POUL AR BACHET;15323;RUE;2
DE BEAUCAIRE;15324;RUE;8
DES PLATANES;15325;RUE;12
DU MOULIN A HUILE;15326;RUE;5012
GAMBETTA;15327;AV;3
GUSTAVE HAMEAU;15328;RUE;8
HAUTEBELLE;15329;RUE;11
DU PUITS DE MARAN;15330;ALL;1
BEL AIR;15331;CHE;14
DU MAL LECLERC;15332;RUE;22
SOUBIRAN;15333;IMP;1
MARYSE BASTIE;15334;AV;25
NORBERT GERBAUD;15335;AV;1
JEAN JACQUES ROUSSEAU;15336;RUE;20
DE GUIRAUTON;15337;RUE;18
VINCENT AURIOL;15338;AV;13
CALIXTE CAMELLE;15339;RUE;16
HENRI DE BOURNAZEL;15340;RUE;8
DE LA BELLE SCRIBOTE;15341;PROM;29
VICTOR HUGO;15342;AV;13
DE VERDUN;15343;BD;1220
CAMILLE BLANC;15344;BD;97
DE LA PLAGE;15345;AV;172
DU LABECH;15346;RUE;7
DE DINARD;15347;RUE;28
D HOEDIC;15348;RUE;14
DES ALPES;15349;RUE;41
DE LA SOIE;15350;ALL;4
BARUCH SPINOZA;15351;RUE;8
MONTAGNE DU PLEYNET;15352;;5286
ALFRED DE MUSSET;15353;RUE;22
LE ROUTOIR;15354;;3
DU PERE TASSE;15355;AV;310
CONDAMINE;15356;;2
MOLIERE;15357;RUE;9004
PRAIRE;15358;RUE;3
DE LA PALLE;15359;BD;14
DE L INDUSTRIE;15360;RUE;13
DE LA CONCORDE;15361;AV;2
ALBERT EINSTEIN;15362;BD;1
DES 4 VENTS;15363;ALL;200
DE LA TOUCHE;15364;RUE;1
DE LAMBALLE;15365;RUE;1
SAINT MICHEL;15366;RUE;1
DU MAL LANNES;15367;RUE;9006
MASSENET;15368;AV;19
DE LA PAIX;15369;PL;12
DES ORMEAUX;15370;RUE;21
SAINT CLOUD;15371;PL;2
MARTYRS LA RESISTANCE;15372;RUE;97
DE LA REPUBLIQUE;15373;RUE;54
JEAN JAURES;15374;AV;158
AMBROISE DE LORE;15375;RUE;26
DU DEUXIEME B C P;15376;AV;20
LIEUTENANT H CREPIN;15377;RUE;14
DE FRIBOURG;15378;RUE;2
DES SARDINIERS;15379;RUE;30
ALLARD DUGAUQUIER;15380;RUE;9
FOCH;15381;RES;193
VICTOR HUGO;15382;AV;2
LOUISE;15383;AV;11
DE PARIS;15384;RUE;89
CHRISTOPHE COLOMB;15385;RUE;3
DU MARECHAL LYAUTEY;15386;RUE;27
LORTHIOIS;15387;RUE;309
MARIE AMELIE;15388;AV;6
DU GEN MORET;15389;RUE;25
GEORGES BATAILLE;15390;AV;6
DE STRASBOURG;15391;BD;5
DE LA LIBERTE;15392;BD;8
MONSIGNY;15393;RUE;30
CARNOT;15394;RUE;44
DU FORT DE CROY;15395;RUE;8
SAINTE MARGUERITE;15396;RUE;34
TOURASSE;15397;RUE;35
DU PONT DE GERDE;15398;IMP;4
LEVERRE;15399;RUE;3
NOBEL;15400;QUAI;9
METEZEAU;15401;RUE;6
DE TAULIS;15402;RUE;30
DE CALABERT;15403;CHE;6
CHARLES DE GAULLE;15404;PL;3
DES CEDRES;15405;CHE;348
RENE;15406;RUE;75
DE LA REPUBLIQUE;15407;CRS;28
MANSARD;15408;RUE;35
ST SYMPHORIEN D OZON;15409;RTE;7
BELLECORDIERE;15410;RUE;10
DUMENGE;15411;RUE;13
JOSEPHIN SOULARY;15412;RUE;1
DU GOURGUILLON;15413;MTE;3
DE LA GARENNE;15414;RUE;19
DES EMERAUDES;15415;RUE;8
AMBROISE COURTOIS;15416;PL;2
DE FRANCHE COMTE;15417;RUE;5
LAFAYETTE;15418;RUE;42
NICEPHORE NIEPCE;15419;AV;7
CHATELAINE;15420;RUE;10
DE BELLEVUE;15421;RUE;39
GEORGES 1ER;15422;RUE;31
DE CHAMBERY;15423;AV;26
DES ALLUAZ;15424;RTE;122
MONGE;15425;RUE;38
MOUFFETARD;15426;RUE;75
TOULLIER;15427;RUE;9
MADAME;15428;RUE;1
DE VAUGIRARD;15429;RUE;95
DU CHERCHE MIDI;15430;RUE;41
JEAN NICOT;15431;RUE;22
DE COURCELLES;15432;BD;59
DES BATIGNOLLES;15433;BD;15
DE CONSTANTINOPLE;15434;RUE;30
DE DOUAI;15435;RUE;35
SAINT GEORGES;15436;RUE;50
CONDORCET;15437;RUE;40
GUY PATIN;15438;RUE;5
DES DEUX GARES;15439;RUE;2
DE MAGENTA;15440;BD;120
YVES TOUDIC;15441;RUE;25
PARMENTIER;15442;AV;149
DE LA FOLIE MERICOURT;15443;RUE;58
DE LA VACQUERIE;15444;RUE;6
DE NICE;15445;RUE;12
TITON;15446;RUE;26
DU COLONEL OUDOT;15447;RUE;14
DAUMESNIL;15448;AV;192
DU MOULIN DES PRES;15449;RUE;11
RAYMOND LOSSERAND;15450;RUE;57
DE L OUEST;15451;RUE;25
JOUVENET;15452;RUE;26
MICHEL ANGE;15453;RUE;75
SUCHET;15454;BD;67
MOZART;15455;AV;110
DES EAUX;15456;RUE;3
RAYMOND POINCARE;15457;AV;77
FOCH;15458;AV;48
DESCOMBES;15459;RUE;8
DE PRONY;15460;RUE;51
PEREIRE;15461;BD;13
LEGENDRE;15462;PAS;5
BURQ;15463;RUE;4
DAMREMONT;15464;RUE;16
DUHESME;15465;RUE;85
LEON;15466;RUE;24
D AUBERVILLIERS;15467;RUE;160
JULIEN LACROIX;15468;RUE;37
DAVOUT;15469;BD;7
VICTOR HUGO;15470;RUE;51
JACQUES CHASTELLAIN;15471;AV;15
MIRABEAU TOUR 1;15472;RES;9001
AVE DE GAULLE 27 FOUGERES;15473;;9001
DES SOUCHES VERTES;15474;ALL;3
DU RAVAUDEUR;15475;RUE;4
DE VERDUN;15476;RUE;34
EUGENE DORLET;15477;RUE;12
DE PARIS;15478;RUE;11
JEAN JAURES;15479;AV;571
DU PDT DESPATYS;15480;RUE;41
DE LA CHARBONNIERE;15481;RUE;32
BERTIE ALBRECHT;15482;RUE;3
CHARLES HILDEVERT;15483;RUE;10
DE LA NUIT DU 4 AOUT;15484;RUE;4
DE MARNE;15485;RUE;14
HONORE DAUMIER;15486;RUE;84
PIERRE MENDES FRANCE;15487;AV;451
CARMEN AMAYA;15488;COUR;1
DE CORBEIL;15489;RUE;16
ANDRE DERAIN;15490;RUE;15
DES ERABLES;15491;RUE;17
DE GLATIGNY;15492;RUE;72
DE LA CITE;15493;RUE;1
DE LA CITE;15494;RUE;1
CESAR FRANCK;15495;RUE;14
DU CHATEAU;15496;BD;6
ANDRE  LE NOTRE;15497;ALL;13
DU PDT ROOSEVELT;15498;RUE;179
MAURICE BERTEAUX;15499;AV;134
DOMAINE DE CHEVERCHEMONT;15500;;30
FRANCOIS TRUFFAUT;15501;RUE;22
MONTBAURON;15502;RUE;14
DES DOUVES;15503;RUE;13
ST VINCENT;15504;ALL;9003
DU SUVERET;15505;RUE;9001
DU SOLDAT FERRARI;15506;RUE;60
CANOUBIERS III;15507;;9999
DU VAL DU ROCHER;15508;ZAC;18
LE MAS DE LA MER;15509;RES;9001
DE LA TOUR;15510;PL;3
PAUL VERLAINE;15511;RUE;35
PRESIDENT JOHN KENNEDY;15512;AV;534
JEAN JAURES;15513;RUE;63
RAYMOND POINCARE;15514;RUE;3
GD VOILIER 2 MERLIN MARINE;15515;RES;9001
DU TEMPLE;15516;RUE;24
DE CHAMBEAU;15517;RUE;12
MAZARIN;15518;AV;36
DE LA COULEE VERTE;15519;RUE;201
DE LA TERRASSE;15520;AV;11
DE COCHET;15521;RUE;46
DE MOSCOU;15522;RUE;2
FARNAULT;15523;RUE;16
DE LA REPUBLIQUE;15524;AV;128
GERMAINE ET ROGER LEFEVRE;15525;RUE;60
DE LAUNAY;15526;RUE;60
DE MORSANG;15527;RUE;12
GAUGUIN;15528;RUE;6
FERNAND LEGER;15529;RUE;9
FAIDHERBE;15530;AV;65
D ARGENTEUIL;15531;AV;269
DE L'EUROPE;15532;AV;32
DE ROBINSON;15533;AV;5
P VAILLANT COUTURIER;15534;RUE;2
PARMENTIER;15535;RUE;8
GAMBETTA;15536;AV;80
ANTONIN RAYNAUD;15537;RUE;12
VOLTAIRE;15538;RUE;52
LEDRU ROLLIN;15539;RUE;30
DE LA MARNE;15540;AV;61
PIERRE CURIE;15541;RUE;61
BINEAU;15542;BD;98
PAUL LAFARGUE;15543;RUE;14
GEORGES CLEMENCEAU;15544;AV;1
DU GUE;15545;RUE;27
BEAUSEJOUR;15546;AV;9
JEAN JACQUES ROUSSEAU;15547;RUE;40
DES LANDES;15548;AV;1
VICTOR HUGO;15549;ALL;1
P ET M CURIE;15550;ALL;3
MAURICE RAVEL;15551;RUE;1
VICTOIRE LEMEAUX;15552;ALL;15
DU CAPITAINE DREYFUS;15553;RUE;21
ROBERT SCHUMANN;15554;RUE;11
DE LA PASSERELLE;15555;RUE;9001
DU GENERAL DE GAULLE;15556;AV;98
DE PARIS;15557;RUE;152
DE VERDUN;15558;RUE;43
DOCTEUR ROUX;15559;RUE;28
RES DES GEMEAUX;15560;;11
AMELIE;15561;VLA;1
JEAN MERMOZ;15562;RUE;9
LOUISE DE VILMORIN;15563;PL;6
THEODORE HONORE;15564;RUE;36
DU MARECHAL JOFFRE;15565;AV;67
DU LAC;15566;RUE;10
DE VERSAILLES;15567;AV;100
FAIE FELIX;15568;RUE;18
DU PRESIDENT KENNEDY;15569;RUE;1
DE MONTMORENCY;15570;RUE;12
DU CLOS DE PONTOISE;15571;RUE;6
D ERMONT;15572;RUE;1
DU LAVOIR;15573;CHE;15
CLAIRES FONTAINES;15574;RUE;1143
DU PRE DE MOLLES;15575;IMP;16
THURET;15576;RUE;15
DU PORTUGON;15577;RUE;7
DES ACACIAS;15578;AV;39
DES SOEURS MUNET;15579;RUE;10
MASSENA;15580;RUE;4
DE BRANCOLAR;15581;AV;132
GAY;15582;AV;18
SAINTE MARGUERITE;15583;AV;61
DE DRAGUIGNAN;15584;RTE;366
LE PLATEAU D AURON;15585;;5676
FOCH;15586;AV;40
VICTOR LOUIS;15587;ALL;48
DU HUIT MAI 1945;15588;AV;113
DES RESIDENCES DE CHAPOTTE;15589;ALL;21
LES MAZES DE BEAUMEL;15590;;5200
LA BASTIDE;15591;RES;39
DE LA HUNE;15592;RUE;587
MARCEAU;15593;RUE;11
DU CHARREL;15594;CHE;930
CASSIS LE VALLAT;15595;RES;9101
CASSIS BELLEVUE;15596;RES;9001
MARIUS LIEUTAUD;15597;RUE;6
DU LAOUVAS;15598;CHE;85
ADOLPHE THIERS;15599;RUE;28
DE LA CATHEDRALE;15600;RUE;20
PETIT CHANTIER;15601;RUE;19
DROMEL;15602;PARC;20
PAUL CLAUDEL;15603;BD;121
ST JEAN DU DESERT;15604;RUE;89
HAGUENEAU;15605;BD;17
ST GABRIEL;15606;RUE;28
JEAN MERMOZ;15607;RUE;45
JEAN DE LA FONTAINE;15608;RUE;2
DUNANT;15609;RUE;3
BARBES;15610;RUE;54
LECONTE DE L ISLE;15611;RUE;17
AU FRAMBOURG;15612;;22
DE LA RESIDENCE FLEURIE;15613;RUE;3
ECRINS RUBIS LE FINOSELLO;15614;RES;9001
NAPOLEON;15615;CRS;109
BELVEDERE;15616;PARC;9028
FRED SCAMARONI;15617;BD;6
DES ILES  LE SICILE;15618;RES;9001
DES ILES  LE MAJORQUE;15619;RES;9001
D AIGUES VIVES;15620;RTE;6407
DE CARNON;15621;RTE;841
RAOUL STEPHAN;15622;ALL;1
ALPHONSE DAUDET;15623;BD;10
CHARRIER;15624;RUE;5
DES POETES;15625;RUE;12
DE MOUTCHALETTE;15626;IMP;20
ELVINA SIVAN;15627;IMP;1
NEUVE;15628;RUE;17
LE HAMEAU PIERRE FABRE;15629;RES;15
DU DOCTEUR BEZIAN;15630;RUE;43
LA BACHELLERIE;15631;RES;9001
DU GENERAL BORDAS;15632;RUE;41
DU CHAPITRE;15633;RUE;147
DE PARIS;15634;RUE;97
CAMILLE SAINT SAENS;15635;RUE;1
PAUL LANGEVIN;15636;RUE;44
JULES VALLES;15637;AV;110
DOCTEUR GUYONNET LOUIS;15638;AV;9
DES ACCACIAS;15639;IMP;14
DE LA BOISSONNETTE;15640;BD;46
DE LA MADELEINE;15641;BD;8
DE VIENNE;15642;RUE;26
DE LA GUILLERAIE;15643;ALL;1
ST ARMEL;15644;FG;29
DE LA MONNAIE;15645;PL;2
DES RENARDIERES;15646;RUE;114
DU BOIS;15647;RUE;32
DU 28 NOVEMBRE;15648;RUE;7
PIERRE MENDES FRANCE;15649;AV;41
PIERRE HEUSLIN;15650;RUE;4
JEAN MERMOZ;15651;RUE;42
MON DESIR;15652;;1559
DU PRE VIVAL;15653;RUE;23
PASTEUR;15654;AV;200
GEN PATTON;15655;AV;88
DES VARENNES;15656;RUE;6
D OUISTREHAM;15657;RUE;6
GUSTAVE RICHARD;15658;RUE;6
DE LA FONTAINE ST GEORGES;15659;RUE;9
DU CHANOINE LAURENT;15660;RUE;8
GDE RUE;15661;GR;16
EMILE ZOLA;15662;BD;101
DE L ATLANTIQUE;15663;AV;9
DES EMIGRES;15664;BD;20
JEAN BAPTISTE BONTE;15665;RUE;16
LUCIEN LAINE;15666;RUE;25
DU DR ROUX;15667;RUE;5
ROBESPIERRE;15668;RUE;16
DES TONNELIERS;15669;RUE;6
DU LOUP;15670;AV;34
DES OLIVIERS;15671;RUE;3
DU NORD;15672;RUE;27
DU 11 NOVEMBRE 1918;15673;RUE;401
GEORGES ROUGE;15674;AV;51
TOLSTOI;15675;CRS;52
PIZAY;15676;RUE;4
PDT EDOUARD HERRIOT;15677;RUE;67
DU CHARIOT D OR;15678;RUE;11
DE LA CLAIRE;15679;RUE;18
DE ST CYR;15680;RUE;16
DU BOURBONNAIS;15681;RUE;96
IMM HOME CLUB;15682;;5197
DU BOIS GENTIL;15683;RUE;18
SOUS LA GRAND;15684;CHE;169
DE NORMANDIE;15685;RUE;14
DU FOIN;15686;RUE;1
STE CROIX BRETONNERIE;15687;RUE;16
DE RIVOLI;15688;RUE;22
DE L HOPITAL;15689;BD;6
SUGER;15690;RUE;10
NOTRE DAME DES CHAMPS;15691;RUE;117
AUGEREAU;15692;RUE;5
DE SUFFREN;15693;AV;11
DE MIROMESNIL;15694;RUE;80
SAULNIER;15695;RUE;14
DES MARTYRS;15696;RUE;20
BICHAT;15697;RUE;28
FRANCOIS VILLON;15698;RUE;13
CAMBRONNE;15699;RUE;90
EDMOND ROGER;15700;RUE;16
MARGUERITE BOUCICAUT;15701;RUE;4
DESCOMBES;15702;RUE;19
NOLLET;15703;RUE;67
LEMERCIER;15704;RUE;103
BOUCRY;15705;RUE;21
OLIVIER METRA;15706;RUE;58
DES PYRENEES;15707;RUE;305
DE BEAUCHENE;15708;RUE;7
ALBERT CAMUS;15709;RUE;3
DES CHARMILLES;15710;ALL;2
DES AULNES;15711;SQ;2
SOMMEVILLE;15712;RUE;66
DU MOULIN A VENT;15713;RUE;60
DU BUISSON;15714;CRS;2
LES CHATAIGNIERS;15715;CITE;7
DE LA REINE BLANCHE;15716;RUE;123
DU MOULIN;15717;RUE;36
D ANJOU;15718;ALL;1
DU PRIEURE;15719;RUE;34
DE SAINT GERMAIN;15720;AV;7
DE NOAILLES;15721;PASS;1
DE LA FONTAINE ST MARTIN;15722;RUE;1
MAXIME GORKI;15723;PROM;26
AIME CESAIRE;15724;ALL;8
CHAMP LAGARDE;15725;RUE;5
DE LORRAINE;15726;AV;47
CARNOT;15727;RUE;3
DE LA GRANDE ILE;15728;AV;81
CHATEAUBRIAND;15729;RUE;3
ERIK SATIE;15730;RUE;10
DE LA MER;15731;AV;67
VICTOR HUGO;15732;AV;430
L OLIVINE;15733;;
AMBROISE THOMAS;15734;AV;29
DU CAP NEGRE;15735;AV;1970
DES MARGUERITES;15736;CHE;9200
HOCHE;15737;RUE;1
JACQUES BAUDINO;15738;BD;71
DU DOCTEUR SCHWEITZER;15739;AV;293
DE LA FIGURE;15740;RUE;6
VALENTIN;15741;AV;9002
D OYSONVILLE;15742;CHE;2
DES BOURGUIGNONS;15743;RUE;24
DE LA CORNICHE;15744;RUE;49
DU PETIT CHATEAU;15745;RUE;17
VIVALDI;15746;RUE;9
LES HAMEAUX DE SEINE;15747;;62
D ALSACE;15748;RUE;6
GUYNEMER;15749;RUE;18
DE LA DIVISION LECLERC;15750;AV;41
DU PAVE BLANC;15751;RTE;71
ANATOLE FRANCE;15752;AV;7
GENEVIEVE BAIN;15753;AV;34
LEONIE CARON;15754;RUE;25
DES CITEAUX;15755;ALL;12
ANDRE MALRAUX;15756;AV;23
DU COL FABIEN;15757;BD;13
DE LA SOURCE;15758;RUE;6
RIGAUD;15759;RUE;5
PERRONET;15760;RUE;122
DE FONTENAY;15761;RUE;2
ST SULPICE;15762;IMP;6
DES COUDRAIS;15763;RUE;2
HOCHE;15764;RUE;132
DU GEN LECLERC;15765;RUE;104
DENFERT ROCHEREAU;15766;RUE;4
DE L INDUSTRIE;15767;VLA;16
LOUIS ESCHARD;15768;RUE;30
OUTREBON;15769;AV;14
VERON;15770;RUE;89
GABRIEL PERI;15771;RUE;58
ST PIERRE;15772;VLA;12
DE STALINGRAD;15773;AV;86
JEAN JAURES;15774;AV;140
DE STRASBOURG;15775;BD;108
DU BOIS GUIMIER;15776;AV;11
LEON GODIN;15777;RUE;3
BASSE DE LA VALLEE;15778;RUE;1
GRANDE RUE;15779;GR;61
DES GENOTTES;15780;AV;42
JULES CESAR;15781;CHS;33
DE PARIS;15782;RUE;13
CHARLES DE GAULLE;15783;AV;94
DE DOMONT;15784;AV;55
MAURICE BERTEAUX;15785;AV;1
DU MARTINET;15786;CHE;120
DES THERMES;15787;AV;5
DE LA BORNALA;15788;AV;54
DEPARTEMENTALE 6085;15789;RTE;640
PAUL DERIGON;15790;RUE;175
DES FAUSSES BRAIES;15791;RUE;18
THIERS;15792;RUE;6
DOCTEUR FERROUL;15793;BD;4
ESCHASSERIAUX;15794;BD;387
DU GD PRE;15795;RUE;10
G LE CONQUERANT;15796;RUE;56
RES SUPER DEAUVILLE;15797;VC;9006
LOUIS MIE;15798;RUE;45
DES PERRIERES DE BESNAULT;15799;ALL;2
CANDILLAC;15800;RUE;14
DES ECUYERS;15801;RUE;18
SAINT THIBAULT;15802;RUE;25
DE FRANCS;15803;ALL;10
DU PUITS DESCAZEAUX;15804;RUE;18
RACINE;15805;RUE;24
RACINE;15806;RUE;24
DE LA PLAGE;15807;BD;1
BLEU MARINE;15808;RES;9002
DE LA PLAGE CAP FERRET;15809;BD;59
DU VERT BUISSON;15810;PL;11
LOUIS JOUVET;15811;RUE;7
DE LA MADELEINE;15812;BD;18
BROSSARD;15813;RUE;12
GUSTAVE FLAUBERT;15814;RUE;159
OLYMPE DE GOUGES;15815;RUE;8
DES HUGUENOTS;15816;RUE;49
DU BLOC;15817;RUE;3
FOUCHET;15818;AV;27
DE ST CYR;15819;RUE;27
DU COLLEGE;15820;BD;3
SAINT MARTIN;15821;BD;31
DU PARC ROYAL;15822;RUE;16
MONGE;15823;RUE;98
GAY LUSSAC;15824;RUE;72
DE LA BOURDONNAIS;15825;AV;17
BLEUE;15826;RUE;1
DE ROCHECHOUART;15827;RUE;26
MAZAGRAN;15828;RUE;10
SAINT MAUR;15829;RUE;25
FRANQUET;15830;RUE;9
MATHURIN REGNIER;15831;RUE;4
VIL DU MONT TONNERRE;15832;;4
D AVRON;15833;RUE;29
DES BOULEAUX;15834;SQ;6
RENE SALLE;15835;RUE;8
DU GENERAL LECLERC;15836;RUE;58
ISAAC PEREIRE;15837;BD;2
DE CORMEILLES;15838;RTE;18
GRANGE DAME ROSE;15839;RUE;17
DES ECOLES;15840;RUE;7
VICTOR CHABOT;15841;RUE;38
DE MOSCOU;15842;RUE;2
DES ROSSAYS;15843;RUE;21
GALLIENI;15844;RUE;43
CHAPTAL;15845;RUE;67
MAURICE BARRES;15846;BD;128
FRANCOIS JACOB;15847;RUE;14
FOCH;15848;BD;53
DU GAL LECLERC;15849;RUE;81
DU BEL AIR;15850;BD;2
DU GEN LECLERC;15851;RUE;151
DEZOBRY;15852;RUE;17
