voie;id_bien;type_de_voie;id_no_voie
DES TROIS BORNES;2750;RUE;9
SAINT MAUR;2751;RUE;167
DE CHARENTON;2752;RUE;203
ERARD;2753;RUE;36
BARRAULT;2754;RUE;91
PHILIBERT LUCOT;2755;RUE;14
DE CHOISY;2756;AV;149
ARAGO;2757;BD;6
D ODESSA;2758;RUE;11
EDGAR QUINET;2759;BD;1
DES ARTISTES;2760;RUE;39
DE LA TOMBE ISSOIRE;2761;RUE;51
DU GENERAL LECLERC;2762;AV;40
DE VAUGIRARD;2763;RUE;407
FRANCOIS MOUTHON;2764;RUE;10
BAUSSET;2765;RUE;7
FALGUIERE;2766;CITE;15
DE GRENELLE;2767;QUAI;59
DES ENTREPRENEURS;2768;RUE;69
VICTOR;2769;BD;18
JOUVENET;2770;SQ;2
ERLANGER;2771;RUE;40
DE MUSSET;2772;RUE;5
MURAT;2773;BD;48
CHANEZ;2774;VLA;4
DE LA TOUR;2775;RUE;7
DES ACACIAS;2776;RUE;23
PEREIRE;2777;BD;181
THEODORE DE BANVILLE;2778;RUE;16
CARDINET;2779;RUE;30
TRUFFAUT;2780;RUE;38
NOLLET;2781;RUE;95
LACROIX;2782;RUE;11
GUSTAVE ROUANET;2783;RUE;2
DU SIMPLON;2784;RUE;30
HERMANN LACHAPELLE;2785;RUE;5
JEAN JAURES;2786;AV;157
PETIT;2787;RUE;52
CLAVEL;2788;RUE;17
BURNOUF;2789;RUE;7
DU JOURDAIN;2790;RUE;3
GAMBETTA;2791;PAS;21
LIGNER;2792;RUE;31
PAUL VERLAINE;2793;AV;94
COTE DE LA CAVEE;2794;CD;5134
DU GENERAL LECLERC;2795;RUE;11
ANTOINE GIROUST;2796;BD;75
COPERNIC;2797;BD;11
DE TROYES;2798;RUE;62
VICTOR SCHOELCHER;2799;BD;22
DANIELLE CASANOVA;2800;RUE;14
DU GENERAL LECLERC;2801;RUE;48
ARTHUR RIMBAUD;2802;ALL;13
DU VIEUX PUITS;2803;IMP;3
DES TILLEULS;2804;RUE;173
DE LA CHAPELLE;2805;RUE;560
CARNOT;2806;AV;151
SANTOS DUMONT;2807;AV;64
JACQUES L DUVIVIER;2808;RUE;20
GAMBETTA;2809;RUE;26
DE VISEU;2810;RUE;10
DE PONTOISE;2811;RUE;19
LOUIS THEOPHILE REAL;2812;RUE;9
DES SABLONS;2813;AV;86
DE LA SABLIERE;2814;RUE;27
LAMARTINE;2815;RUE;1
JEAN JAURES;2816;AV;48
DE L AULNAY MALLO;2817;RUE;34
PAUL DOUMER;2818;RUE;1
DES ETATS UNIS;2819;AV;59
DE LA FAISANDERIE;2820;RTE;14
DU GRAND CANAL;2821;AV;16
DE LA MER;2822;BD;151
DE LA MER;2823;CHE;185
DE FAYENCE;2824;RTE;9002
DE LA VALERANE;2825;AV;730
NOCART;2826;AV;13
DU SOLEIL;2827;COR;326
DU ROSAIRE;2828;CHE;25
ALEX PEIRE;2829;AV;235
EL BIAR;2830;RES;1557
PIERRE LOTI;2831;RUE;195
NOTRE DAME;2832;FG;6
HONORE;2833;RUE;14
DU PARC STE CLAIRE;2834;LOT;245
DE LA LIBERTE;2835;QUAI;134
BENJAMIN FILLON;2836;RUE;11
LES RORTIERES;2837;;9006
DU PUITS LANDAIS;2838;RUE;2
DE LA MER;2839;AV;88
DES ETANGS;2840;AV;6
DE LA LIBERATION;2841;AV;79
CAPITAINE ROOS;2842;RUE;13
DE LA MAIRIE;2843;RTE;51
DE STRASBOURG;2844;RUE;26
DE MONDONVILLE;2845;RUE;8
SAINT DENIS;2846;RUE;5
ARISTIDE BRIAND;2847;AV;8
CHANTEREAU;2848;RUE;34
DE LA CROIX BLANCHE;2849;RES;9001
DE PROVENCE;2850;SQ;1
JEAN JAURES;2851;AV;28
DE LA ROCHE BENOTTE;2852;RUE;4
AUX FLEURS;2853;QUAI;301
DU GENERAL DE GAULLE;2854;PL;10
AMPERE;2855;RUE;8
DE L'UNION EUROPEENNE;2856;PL;21
DU GENERAL LECLERC;2857;RUE;5
DE PARIS;2858;RUE;21
DES FRAISETTES;2859;RUE;18
D ARDENAY;2860;PARC;9001
DOM DE LA BUTTE A LA REINE;2861;;22
ARISTIDE BRIAND;2862;BD;114
GRANDE RIVE;2863;RUE;11
D AQUITAINE;2864;RUE;13
DU ONZE NOVEMBRE;2865;AV;2
DE BRETAGNE;2866;RUE;23
GEORGES JANIN;2867;RUE;7
STE SOPHIE;2868;RUE;7
DU GENERAL LECLERC;2869;RUE;74
DE VERDUN;2870;AV;10
PAUL DEROULEDE;2871;RUE;34
ALPHONSE LE GALLO;2872;QUAI;48
DU CHEMIN VERT;2873;RUE;56
LEGRAND;2874;PAS;1
PIERRE GRENIER;2875;AV;93
DE L EGLISE;2876;RUE;7
JEAN JAURES;2877;BD;9
DE LA REINE;2878;RTE;53
DU MARECHAL JOFFRE;2879;BD;65
MARC SANGNIER;2880;RUE;55
DE LA DIVISION LECLERC;2881;AV;241
DES CAILLOUX;2882;RUE;8
DE NEUILLY;2883;RUE;41
ALLEE WILLIAM BUTTERFIELD;2884;ALL;18
JEAN BONAL;2885;RUE;51
VICTOR CRESSON;2886;AV;31
HOCHE;2887;RUE;2
VICTOR HUGO;2888;RUE;5
RIVAY;2889;RUE;54
VOLTAIRE;2890;RUE;64
MARIUS AUFAN;2891;RUE;5
DES GRIMETTES;2892;SEN;16
DU 11 NOVEMBRE 1918;2893;RUE;3
CHARLES LORILLEUX;2894;RUE;15
GALLIENI;2895;RUE;60
DU DIX HUIT JUIN 1940;2896;AV;49
DE LA BERENGERE;2897;PARC;9
DE BUZENVAL;2898;RUE;17
JEAN MASCRE;2899;RUE;15
DES LACETS;2900;CHE;8
RAYMOND MARCHERON;2901;RUE;27
MARIE ANNE COLOMBIER;2902;RUE;75
DE L UNION;2903;RUE;22
PASTEUR;2904;AV;11
RENE;2905;ALL;6
DE LA REPUBLIQUE;2906;BD;37
ERNEST SAVART;2907;RUE;48
DE LA RESISTANCE;2908;AV;84
JEAN JAURES;2909;AV;62
DEZOBRY;2910;RUE;19
DES ROSIERS;2911;RUE;15
ANDRE MARIE AMPERE;2912;ALL;5
DU GEN MALLERET JOINVILLE;2913;AV;16
DU 2 DECEMBRE 1870;2914;RUE;9001
RASPAIL;2915;RUE;8
GEORGES VIGOR;2916;RUE;4
DE PARIS;2917;RUE;25
DU GEN DE LARMINAT;2918;RUE;7
DE CHEVILLY;2919;RUE;96
DU MAL LECLERC;2920;BD;34
CARNOT;2921;RUE;71
DES CHAMPS CORBILLY;2922;RUE;15
CONDORCET;2923;RUE;89
GEORGES CLEMENCEAU;2924;AV;79
DE LA LIBERTE;2925;BD;22
PRESIDENT ROOSEVELT;2926;AV;13
DE L'EMBARCADERE;2927;RUE;13
DU BOUT DE LA VILLE;2928;AV;7
DES VALLEES;2929;RUE;6
POIRIER;2930;RUE;7
CDT RENE MOUCHOTTE;2931;RUE;15
DE LA MARNE;2932;BD;73
VICTOR BASCH;2933;RUE;50
D ATTILLY;2934;AV;9
D EASTLEIGH;2935;AV;9
VOLTAIRE;2936;RUE;15
PIERRE MENDES FRANCE;2937;ALL;4
NICEPHORE NIEPCE;2938;ALL;11
JULES LAGAISSE;2939;RUE;50
MARIO CAPRA;2940;RUE;14
PIERRE SEMARD;2941;RUE;20
PATRICK MODIANO;2942;RUE;2
DE LA BERTHIE;2943;RUE;24
DU BOIS;2944;AV;2
ST DENIS;2945;RTE;120
EUGENE LAMARRE;2946;RUE;14
ANDRE NOUET;2947;RUE;60
RAYMOND RAMBERT;2948;AV;15
PIERRE CURIE;2949;PAS;5
DU PALLADIO;2950;ALL;12
JOHN LENNON;2951;RUE;6
DES MARAICHERS;2952;ALL;104
DE L ORDRE;2953;RUE;5
PLAISANCE;2954;;6282
DU GEN DE GAULLE;2955;RUE;30
ROGER DELIENCOURT;2956;AV;43
DE JURANVILLE;2957;BD;62
ERNEST ROUXEL;2958;RUE;4
HENRY DUNANT;2959;RUE;41
CHANZY;2960;RUE;27
LES PINS;2961;RES;9058
DU CHINCHON;2962;BD;9
MOULIN DE CHOISEL;2963;RES;9002
ARISTIDE BRIAND;2964;AV;25
DU FAUBOURG D IGNY;2965;RUE;7
JULES GUESDE;2966;RUE;142
CAMILLE SAINT SAENS;2967;RUE;10
ALFRED ANDRE;2968;RUE;48
PALAIS GRILLET;2969;RUE;22
DU DR GILLES CUGNIER;2970;RUE;7
DE LUNEVILLE;2971;RUE;3
LA HALLE AU BLE;2972;RUE;5
DE LA REPUBLIQUE;2973;BD;5
DE MEAUX;2974;PL;9
NATIONALE;2975;RUE;114
DU MONTMIDI;2976;RUE;5
BIOCHAUD;2977;AV;
LEON DAVID;2978;RUE;76
RENAUD DE BOURGOGNE;2979;BD;16
HENRI BARBUSSE;2980;RUE;16
CHARLES DE GAULLE;2981;AV;1709
DU SQUARE DE LAUSANNE;2982;ALL;44
PONT DE LABRAU OUEST;2983;;7398
DES ALPAGES;2984;CHE;12
DES AIRES;2985;PL;
PEYRE CHOUSSOUS;2986;;5403
DE CANNES;2987;AV;40
DE SAINT JEAN;2988;RTE;1140
DU VALBOSQUET;2989;CHE;344
DES BASTIDES SAINT ANTOINE;2990;CHE;30
LE HAMEAU;2991;;5686
DE FRANCE;2992;PTE;51
DE LA PETITE COLLINE;2993;RUE;1
CHANOINE ALBIN;2994;RUE;5
MARALDI;2995;RUE;4
AUGUSTE RAYNAUD;2996;BD;26
DE LA PLAGE;2997;AV;173
ALEXANDRE LOUCE;2998;RUE;174
GEORGES CLEMENCEAU;2999;AV;6
DU LOUP;3000;AV;17
BAIE DES ANGES DUCAL;3001;MRN;9001
DU MICOCOULIER;3002;CHE;57
MOREAUX;3003;RUE;7
DAUPHINE;3004;RUE;1
VEUVE BENARD BODIE;3005;RUE;30
TEILHARD DE CHARDIN;3006;RUE;6
GRANDE;3007;RUE;24
DE LA PAIX;3008;AV;245
SAINT MATHIEU;3009;RUE;1
CLOVIS HUGUES;3010;RUE;48
FRANCOISE DUPARC;3011;BD;80
DES CHUTES LAVIE;3012;AV;52
SAINT SUFFREN;3013;RUE;77
CHARLES LIVON;3014;BD;93
VALMONT;3015;AV;4
MAL J DE L DE TASSIGNY;3016;AV;430
TROLLAT;3017;BD;24
MICHELET;3018;SQ;16
DE LA FOURRAGERE;3019;AV;61
DE ST JEAN DU DESERT;3020;CHE;300
ESCAD NORMANDIE NIEMEN;3021;AV;40
COROT;3022;AV;26
RSE NORD;3023;;17
DES BAINS;3024;RUE;27
LAUNAY;3025;RUE;32
DE MONTMOREAU;3026;RUE;2
FOCH;3027;RUE;37
HENT KEROUANDENER;3028;;2
RAYMOND GADET;3029;RUE;4
DES GRANGES VANNOD;3030;RTE;9
ROI JEROME;3031;BD;7
DORIA;3032;RUE;21
BONAPARTE;3033;RUE;6
SOEUR AMELIE;3034;CRS;81
PADULACCIA;3035;;6179
DES CEDRES;3036;RUE;1
DE PIERREDON;3037;ALL;5
DES VIOLETTES;3038;RUE;6
BARUCH SPINOZA;3039;IMP;2
ESCOUSSIERES MONTGAILLARD;3040;RUE;12
ETIENNE BILLIERES;3041;AV;37
DES BOUQUETINS;3042;RUE;3
DE LA PLAGE;3043;BD;175
LAMARQUE DE PLAISANCE;3044;CRS;9
MONTESQUIEU;3045;RUE;10
LAFONTAINE;3046;RUE;88
DEYRIES;3047;RUE;56
PDT FRANKLIN ROOSEVELT;3048;BD;10
DU VIEUX MARCHE;3049;RUE;8
DE SOISSONS;3050;RUE;98
JEAN COUDANNE;3051;RUE;16
DE LISLEFERME;3052;RUE;44
MATIGNON;3053;RUE;25
JEAN JACQUES ROUSSEAU;3054;RUE;89
LE BOURG NORD;3055;;6101
ACAPULCO;3056;RES;9001
CHRESTIEN;3057;RUE;3
THEROIGNE DE MERICOURT;3058;AV;233
ROUGET DE LISLE;3059;RUE;18
MAL DE LATTRE DE TASSIGNY;3060;BD;9
DERVAL;3061;RUE;4
DE LA ROCHE PELEE;3062;RUE;36
DUPORT DUTERTRE;3063;RUE;16
GEORGES CLEMENCEAU;3064;RUE;49
DES CARNAUX;3065;RUE;57
JULES MASSENET;3066;RUE;1
LACHMANN;3067;RUE;18
ALSACE LORRAINE;3068;AV;12
DE PIERRE BLANCHE;3069;RTE;327
DU MAQUIS DE L OISANS;3070;RUE;314
DES SOLEILS;3071;RUE;3
DES PETITES ROCHES;3072;RTE;136
MAURICE BOYAU;3073;AV;22
LES MAISONS DU GOLF;3074;RES;218
DE PORTAL;3075;AV;20
DE TIREBESTE;3076;RUE;2
DE LA GRANDE PLAGE;3077;AV;13
DES CIGOGNES;3078;AV;474
DES CIGOGNES;3079;AV;474
DE LA PAIX;3080;RUE;14
JULES FERRIER;3081;RUE;2
JEAN BAPTISTE CORNET;3082;PL;11
BENOIT ORIOL;3083;RUE;1
LOUISE MICHEL;3084;RUE;43
DU CROISSANT;3085;RUE;54
GAETAN RONDEAU;3086;RUE;18
BOUGAINVILLE;3087;RUE;35
PAUL BELLAMY;3088;RUE;98
DE LA LIBERATION;3089;AV;25
DU LOIRET;3090;AV;269
DE LA MORELLERIE;3091;RUE;14
DE LA SENATORERIE;3092;RUE;4
DE LA VIGNETTE;3093;RUE;95
DU PRECHE;3094;RUE;20
DU 29 AOUT 1944;3095;AV;7
DU RADIMONT;3096;RUE;6
DE LA REPUBLIQUE;3097;RUE;49
GEN LECLERC;3098;AV;108
YANN SOHIER;3099;PL;1
DEVIGNE;3100;QUAI;293
DU MARECHAL JOFFRE;3101;RUE;174
ESQUERMOISE;3102;RUE;54
DOUDIN;3103;RUE;10
D IENA;3104;RUE;140
DU DRONCKAERT;3105;RUE;94
DE L'EUROPE;3106;ALL;3
ABBE CHARPENTIER;3107;PL;26
GENERAL DE GAULLE;3108;RUE;186
GENERAL DE GAULLE;3109;RUE;229
RENE TACHON;3110;RUE;139
VICTOR HUGO;3111;RUE;18
ALEXANDRE BOUTIN;3112;RUE;3
DU CAPITAINE JULIEN;3113;RUE;371
BURDEAU;3114;RUE;28
DU PLAT;3115;RUE;6
DU MAIL;3116;RUE;4
ARTAUD;3117;RUE;38
DE ST CYR;3118;RUE;69
DE LA CLAIRE;3119;RUE;19
CARNOT;3120;RUE;278
DU CLUB;3121;CHE;75
DE LA FRASSE;3122;RTE;51
BAILLEUL;3123;RUE;6
SAINT MARTIN;3124;RUE;322
CHAPON;3125;RUE;48
DES ECOUFFES;3126;RUE;17
DE MONTEBELLO;3127;QUAI;5
JUSSIEU;3128;RUE;25
D ASSAS;3129;RUE;134
SAINT ROMAIN;3130;SQ;1
DE BOURGOGNE;3131;RUE;25
ALFRED STEVENS;3132;RUE;9
JOUBERT;3133;RUE;8
DE TREVISE;3134;CITE;24
TRUDAINE;3135;SQ;2
DE ROCHECHOUART;3136;BD;57
CONDORCET;3137;RUE;44
DE CHATEAU LANDON;3138;RUE;19
YVES TOUDIC;3139;RUE;26
DE LA VILLETTE;3140;BD;37
AUGUSTE BARBIER;3141;RUE;2
DE LA PRESENTATION;3142;RUE;3
DE LA FOLIE MERICOURT;3143;RUE;34
DE CITEAUX;3144;RUE;34
DE CHARENTON;3145;RUE;141
ADRIENNE SIMON;3146;VLA;2
BEAUNIER;3147;RUE;8
RAYMOND LOSSERAND;3148;RUE;55
MAURICE ROUVIER;3149;RUE;5
FIRMIN GILLOT;3150;RUE;16
DE L AMIRAL ROUSSIN;3151;RUE;52
BORROMEE;3152;RUE;4
DU COMMERCE;3153;RUE;23
EMILE ZOLA;3154;AV;56
DE VILLIERS;3155;AV;16
TRUFFAUT;3156;RUE;26
DES CLOYS;3157;RUE;43
POISSONNIERE;3158;VLA;15
RIQUET;3159;RUE;50
FRANCOIS PINTON;3160;RUE;6
DE MOUZAIA;3161;RUE;15
DE MENILMONTANT;3162;RUE;67
SAINT BLAISE;3163;RUE;71
MARTYRS DE LA RESISTANCE;3164;RUE;16
DE FLEURY;3165;RUE;11
LA MUSSINE;3166;;147
ARISTIDE BRIAND;3167;RUE;53
ARISTIDE BRIAND;3168;BD;19
VICTOR HUGO;3169;ALL;18
D AMSTERDAM;3170;RUE;25
DU BOIS;3171;PROM;43
BIZEAU;3172;QUAI;6
DU VIEUX PUITS;3173;IMP;1
DE LA FILEUSE;3174;RUE;3
DES DROITS DE L HOMME;3175;PROM;22
DE LA CHAUSSEE DE PARIS;3176;RUE;9
HENRY DE MONTHERLANT;3177;RUE;5
GUSTAVE CAILLEBOTTE;3178;RUE;1
GRANDE TERRE;3179;ALL;19
DE VERSAILLES;3180;RUE;8
JEAN JAURES;3181;BD;159
HAUTE;3182;RUE;36
DU BOSQUET;3183;ALL;12
DES ANGES;3184;PROM;1
DE LA FARINE;3185;RUE;1
DIDEROT;3186;RUE;14
PAUL DOUMER;3187;RUE;185
PAUL DOUMER;3188;RUE;207
JEAN HOUDON;3189;RUE;2
WINSTON CHURCHILL;3190;RUE;10
VICTOR HUGO;3191;RUE;2
DE RABASSON;3192;CHE;235
GAMBETTA;3193;RUE;24
CHERAGAS;3194;RES;9001
DU 18 JUIN 1940;3195;RUE;49
HECTOR BERLIOZ;3196;RUE;92
DENANS;3197;RUE;40
DE LA CALADE;3198;MTE;200
COMMANDANT MORAZZANI;3199;RUE;2
ROSSINI;3200;RUE;9008
GARIBALDI;3201;RUE;2
DES BOUCHERIES;3202;RUE;26
DE L AERODROME MFT;3203;RTE;1171
DU PRE DE LA CURE;3204;DOM;34
DE NANCY;3205;RUE;36
DE REMIREMONT;3206;RTE;5
SAINT EXUPERY;3207;RUE;1
EMILE ZOLA;3208;RUE;42
FREDERIC JAPY;3209;RUE;6
AMPERE;3210;RUE;20
ALBERT THOMAS;3211;RUE;38
DE LA DIVISION LECLERC;3212;RUE;110
D ARDENAY;3213;PARC;9001
DES TERRES ROUGES;3214;CHE;9001
CHANTAL MAUDUIT;3215;RUE;2
CHATEAUBRIAND;3216;RUE;3
HENRIETTE;3217;RUE;9
FLACHAT;3218;AV;50
DE CHAMPAGNE;3219;RUE;2
DU CONTRAT SOCIAL;3220;RUE;7
FROIDE;3221;RUE;1
VAUTHIER;3222;RUE;38
FERDINAND BUISSON;3223;AV;47
GALLIENI;3224;RUE;68
DE LA SYGRIE;3225;AV;18
DAGOBERT;3226;RUE;15
GABRIEL PERI;3227;RUE;158
VICTOR HUGO;3228;RUE;25
CAMILLE SAINT SAENS;3229;RUE;12
CLAUDE DEBUSSY;3230;AV;48
D ARGENSON;3231;BD;41
LA BOISSIERE;3232;ALL;9
DE L OASIS;3233;RUE;22
NATIONAL;3234;BD;145
EMILE LEBLOND;3235;RUE;8
DE VERDUN;3236;RUE;179
JEAN BLEUZEN;3237;RUE;12
VICTOR HUGO;3238;AV;4
LEOPOLD RECHOSSIERE;3239;RUE;154
VICTOR HUGO;3240;RUE;16
MARX DORMOY;3241;PROM;46
LOUIS ARAGON;3242;ALL;10
BERTHIER;3243;RUE;18
SAINTE MARGUERITE;3244;RUE;16
DE BENFLEET;3245;RUE;96
DU LANDY;3246;RUE;48
VERON;3247;RUE;108
DU GENERAL DE GAULLE;3248;AV;98
DE PARIS;3249;RUE;134
D ALFORTVILLE;3250;AV;72
LA FONTAINE;3251;RUE;107
GARENNIERE;3252;AV;9
CHARLES PATHE;3253;AV;2
DU GENERAL LECLERC;3254;AV;99
DNE DE CHATEAU GAILLARD;3255;;30
DAUMESNIL;3256;AV;3
ANATOLE FRANCE;3257;RUE;17
CONDORCET;3258;RUE;11
CREBILLON;3259;RUE;17
DE FONTENAY;3260;RUE;84
DES MARAICHERS;3261;ALL;1
DU 11 NOVEMBRE;3262;PL;4
DOMONT VILLAGE;3263;RES;42
ANDRE MESSAGER;3264;RUE;9
VICTOR HUGO;3265;AV;68
DE L ERMITAGE;3266;RUE;34
VICTOR HUGO;3267;RUE;10
JEAN FALCONNIER;3268;AV;28
DES USINIERS;3269;RUE;6
DE LA FRATERNITE;3270;RUE;22
ADRECH DE CHAUVET;3271;;7034
LA CHAPELLE;3272;;7192
DU CAMPING;3273;TRA;9500
EDMOND D ESCLEVIN;3274;AV;19
DE SAINTE COLOMBE;3275;CHE;26
DE TURCKHEIM;3276;RUE;2
DE NICE;3277;RUE;3
FRONT DE NEIGE;3278;;5710
DE GARAVAN;3279;BD;36
PIETRA SCRITTA;3280;RUE;3
VERDI;3281;RUE;9
DE LA LANTERNE;3282;AV;137
LE COLLET;3283;;5400
FUON DAOU MAGISTRE;3284;CHE;23
DE L HOPITAL;3285;AV;18
DES NOES;3286;RUE;11
BARBEROUSSE;3287;PAS;20
DES VERRIERS;3288;ALL;
LES FRENES;3289;RES;9001
FRANCIS CAPUANO;3290;BD;4
ANTOINE PIRRODI;3291;RUE;11
DES MICOCOULIERS;3292;AV;42
FREDERIC MISTRAL;3293;AV;4
DU LAVOIR COUVERT;3294;RUE;2
DE LA LIBERATION;3295;BD;27
DE LA LIBERATION;3296;BD;2
DE LA LOGE;3297;RUE;47
J. SAADE Q. DE LA JOLIETTE;3298;BD;23
DE LA LIBERATION;3299;BD;229
DE PROVENCE;3300;RUE;12
DU DOCTEUR CAUVIN;3301;RUE;151
MONTCAULT;3302;TSSE;40
LES ROSIERS;3303;;5001
DU CHATEAU VENTO;3304;TSSE;5002
DU LITTORAL;3305;CHE;358
DU GEN DE GAULLE;3306;RUE;30
DE LA CORDERIE;3307;RUE;33
FLANDRES DUNKERQUE 40;3308;RUE;17
QRT DES CANNES;3309;;2
PARC LUCIE BAT MURO;3310;RES;1
ARMENTAJO;3311;;9378
THEAULON;3312;RUE;24
D AIGUES VIVES;3313;RTE;6420
D AIGUES VIVES;3314;RTE;6420
DE LA PICHOLINE;3315;RUE;14
D AQUITAINE;3316;RUE;20
MAURICE UTRILLO;3317;RUE;51
DE NUITS;3318;RUE;25
CLERAMBAULT;3319;RUE;17
D EYSINES;3320;AV;345
LE CHAT DE LAURENZANNE;3321;RES;9001
SARCIGNAN;3322;RES;9001
DU BOUTON D OR;3323;RUE;2384
DELILLE;3324;PL;5
DE VIC;3325;CLOS;406
FRANCOIS MITTERRAND;3326;AV;13
DANTON;3327;RUE;2
DE PARIS;3328;RUE;28
DE LA BARRE;3329;RUE;15
JEAN JAURES;3330;CRS;102
BIZANET;3331;RUE;75
SAINTE CLAIRE;3332;PL;1
ARC EN CIEL;3333;RES;5492
DES CAMPEURS;3334;RUE;1
DES PENITENTS;3335;RUE;7
DES AVOCETTES;3336;RUE;80
DE LA GRANDE PLAGE;3337;AV;9003
DE LACOMIAN;3338;RUE;6
DE L EGOTAY;3339;RUE;15
DE MONTAUD;3340;RUE;25
GRANDE RUE;3341;GR;10
DE GASCOGNE;3342;ALL;8
ALFRED DURAND;3343;RUE;8
DU PARC;3344;RUE;16
GEORGES POMPIDOU;3345;RUE;1
NATIONALE (CHEMILLE MELAY);3346;RUE;247
DU FEU BERQUE;3347;ALL;3
SAINT GEORGES;3348;RUE;2
J F KENNEDY;3349;BD;66
GEORGES CLEMENCEAU;3350;AV;1
PACATTE;3351;RUE;8
GENERAL BERNIQUET;3352;RUE;11
DU GENERAL HOUDEMON;3353;AV;11
DE PORT LOUIS;3354;RTE;62
HOCHE;3355;PL;19
ADOLPHE;3356;RUE;33
DU PARC DES TROIS FORETS;3357;RES;2
ST SAUVEUR;3358;RLE;6
CLAUDE PEROCHE;3359;AV;11
DES DEUX VEXINS;3360;AV;5
DE L'ORANGERIE;3361;AV;53
DU MONT DE PIETE;3362;RUE;4
DU CENTRE;3363;RUE;8
JEAN CLAUDE MARTIN;3364;RUE;15
DE BELLEVILLE;3365;RUE;437
LAMARTINE;3366;RUE;334
GERDA TARO;3367;ALL;8
SEGUIN;3368;RUE;8
JOLIOT CURIE;3369;RUE;199
DE LA FRATERNELLE;3370;RUE;22
DES ALLIES;3371;BD;17
EDMOND DESAILLOUD;3372;PL;49
ADHEMAR FABRI;3373;RUE;256
DE LA MICHODIERE;3374;RUE;7
DE PALESTRO;3375;RUE;15
DES BOULANGERS;3376;RUE;27
DE LA MONTGN STE GENEVIEVE;3377;RUE;32
PRINCESSE;3378;RUE;11
ROUSSELET;3379;RUE;24
FRANCO RUSSE;3380;AV;9
DU FAUBOURG SAINT HONORE;3381;RUE;155
DE NAVARIN;3382;RUE;16
VICQ D AZIR;3383;RUE;14
DU FBG ST MARTIN;3384;RUE;204
SAINT MAUR;3385;RUE;49
DU DOC ARNOLD NETTER;3386;AV;47
VINCENT AURIOL;3387;BD;66
LE BRUN;3388;RUE;20
ALBIN CACHOT;3389;SQ;10
DE LA TOMBE ISSOIRE;3390;RUE;100
LACAZE;3391;RUE;6
DE VAUGIRARD;3392;RUE;204
FALGUIERE;3393;RUE;7
DUPLEIX;3394;RUE;8
DES MOINES;3395;RUE;2
GUY MOQUET;3396;RUE;60
ESCLANGON;3397;RUE;15
DU RUISSEAU;3398;RUE;94
DE LA LIBERTE;3399;RUE;12
GAMBETTA;3400;AV;11
DE BAGNOLET;3401;RUE;77
DE BAGNOLET;3402;RUE;54
LOUIS EUDIER;3403;RUE;30
JOSEPH DELATTRE;3404;RUE;3
JOSEPH DELATTRE;3405;RUE;3
FOCH;3406;AV;15
JACQUES DURAND;3407;RUE;3
DE CROISSY;3408;IMP;2
GRANDE;3409;RUE;39
COUVERTE;3410;RUE;5
NOAS DAUMESNIL;3411;RUE;21
DE LA REPUBLIQUE;3412;AV;77
DU DANUBE;3413;CRS;42
DU DANUBE;3414;CRS;42
MOREAU DUCHESNE;3415;RUE;33
DE VERSAILLES;3416;RTE;24
LES ORMES;3417;RES;17
RENE ALBERT;3418;RUE;15
SIMONE DE BEAUVOIR;3419;RUE;5
DES FOSSES;3420;RUE;37
DES CYGNES;3421;BD;6
DES URSULINES;3422;AV;13
DE PARIS;3423;RUE;12
MAL DE LATTRE DE TASSIGNY;3424;RUE;1
LOUIS PERGAUD;3425;SQ;3
DES TOURNELLES;3426;RUE;21
DU CHATEAU;3427;AV;6
DU HAMEAU;3428;CHE;205
DE LA VENTOURESSE;3429;CHE;16
LEON  BONIFAY;3430;PL;5278
DE LA GISCLE;3431;RUE;16
GAMBETTA;3432;AV;48
MAL DE LATTRE DE TASSIGNY;3433;AV;5
AMBROISE THOMAS;3434;AV;29
HENRI STE CLAIRE DEVILLE;3435;RUE;741
VAUQUELIN;3436;RUE;96
DU DOCTEUR SCHWEITZER;3437;AV;293
CHARLES GIDE;3438;RUE;15
ARMAND DUTREIX;3439;RUE;122
PETINIAUD BEAUPEYRAT;3440;RUE;22
GENERAL LECLERC;3441;RUE;72
GIRARD;3442;RUE;13
NORMANDIE-NIEMEN;3443;AV;7
THIROUX D ARCONVILLE;3444;RUE;4
DU GENERAL DE GAULLE;3445;BD;14
LE PARC DE PETIT BOURG;3446;RES;23
LES JARDINS DE LA BALE;3447;RES;
DU PLESSIS;3448;CHE;13
ADOLPHE ADAM;3449;RUE;29
DU PUITS MASSE;3450;RUE;4
EDMOND BONTE;3451;RUE;24
DE LA LIBERTE;3452;AV;54
MOZART;3453;RUE;1
DU VAUCLUSE;3454;RUE;1
CHARLES DUFLOS;3455;RUE;6
J B CLEMENT;3456;AV;42
DE LA ROCHEFOUCAULD;3457;RUE;34
GUY MOQUET;3458;RUE;1
DU GENERAL LECLERC;3459;BD;28
JULES MICHELET;3460;RUE;77
DE LA REPUBLIQUE;3461;BD;71
SARTORIS;3462;RUE;76
DU PDT WILSON;3463;RUE;38
DES ALOUETTES;3464;RUE;12
DU CHATEAU;3465;RUE;29
COLLIN;3466;RUE;20
DES CHENES;3467;RUE;97
DU MARECHAL JUIN;3468;AV;7
RENE COCHE;3469;RUE;11
DE SAINT QUENTIN;3470;RUE;35
ANATOLE FRANCE;3471;RUE;78
DE LA CROIX DE L EPINETTE;3472;RUE;20
MARCEL SEMBAT;3473;RUE;12
