id_bien;id_commune;type_local;surface_carrez;surface_reelle;nombre_pieces;surface_terrain
27691;75118;Appartement;41,1;44;2;
27692;75118;Appartement;17,48;16;1;
27693;75118;Appartement;112,67;113;5;
27694;75118;Appartement;19,14;23;1;
27695;75118;Appartement;24,38;24;1;
27696;75118;Appartement;11,45;12;1;
27697;75118;Appartement;24,12;51;3;
27698;75118;Appartement;17,91;23;1;
27699;75118;Appartement;30,18;29;2;
27700;75119;Appartement;22,88;24;1;
27701;75119;Appartement;27,53;30;2;
27702;75119;Appartement;34,35;34;2;
27703;75119;Appartement;31,3;31;2;
27704;75119;Appartement;34,7;30;2;
27705;75119;Appartement;35,57;30;2;
27706;75119;Appartement;81,74;81;4;
27707;75120;Appartement;47,72;37;3;
27708;75120;Appartement;92,3;92;4;
27709;75120;Appartement;35,01;30;2;
27710;76305;Maison;106,62;81;4;
27711;76351;Appartement;21,2;21;1;
27712;76540;Appartement;27,24;33;1;
27713;76540;Appartement;16,22;16;1;
27714;76540;Appartement;15,82;16;1;
27715;76540;Appartement;16,22;16;1;
27716;76540;Appartement;16,03;16;1;
27717;77014;Appartement;44,27;43;2;
27718;77058;Appartement;64,34;63;3;
27719;77058;Appartement;60,76;60;3;
27720;77108;Appartement;15,66;15;1;
27721;77139;Appartement;34,06;35;2;
27722;77222;Appartement;53,69;55;3;
27723;77251;Appartement;40,71;40;1;
27724;77251;Appartement;71,53;71;4;
27725;77284;Maison;68,86;65;3;105
27726;77284;Appartement;23,25;23;1;
27727;77284;Appartement;45,2;70;2;
27728;77288;Appartement;92,26;95;4;
27729;77288;Appartement;87,8;87;4;
27730;77373;Maison;98,94;118;4;
27731;77373;Appartement;17,53;17;1;
27732;77390;Maison;74,04;67;3;
27733;77445;Maison;117,29;117;5;
27734;77464;Appartement;53,36;55;3;
27735;77513;Appartement;43,9;44;2;
27736;78073;Appartement;68,69;66;4;
27737;78123;Appartement;82,96;80;4;
27738;78133;Maison;149,03;145;5;
27739;78208;Appartement;54,06;54;2;
27740;78358;Appartement;55,48;58;3;
27741;78361;Appartement;81,45;81;5;
27742;78362;Appartement;66,66;67;4;
27743;78383;Appartement;67,88;66;3;
27744;78383;Appartement;25,38;25;1;
27745;78401;Appartement;30,57;35;2;
27746;78455;Appartement;53,27;52;2;
27747;78586;Appartement;58,83;59;3;
27748;78621;Appartement;56,08;51;3;
27749;78621;Appartement;65,59;64;4;
27750;78640;Appartement;62,75;58;3;
27751;78646;Appartement;39,43;39;2;
27752;78650;Appartement;72,2;72;4;
27753;78672;Appartement;78,04;79;3;
27754;78686;Maison;118,19;109;4;
27755;79191;Appartement;82,79;82;3;
27756;80001;Appartement;38,4;39;2;
27757;80021;Appartement;65,2;66;3;
27758;80333;Appartement;28,7;29;1;
27759;83004;Appartement;44,2;46;3;
27760;83004;Appartement;16;65;3;
27761;83009;Appartement;35;38;2;
27762;83011;Appartement;39,38;29;1;
27763;83068;Appartement;31,06;31;1;
27764;83069;Appartement;86,18;87;3;
27765;83069;Appartement;61,75;57;2;
27766;83069;Appartement;73,09;70;3;
27767;83069;Appartement;20,35;20;1;
27768;83069;Appartement;19,94;14;1;
27769;83112;Appartement;44;44;2;
27770;83126;Appartement;64,02;63;4;
27771;83126;Appartement;76,9;76;4;
27772;83126;Appartement;56,25;56;3;
27773;83137;Appartement;23,11;24;1;
27774;84007;Appartement;19,31;21;1;
27775;84035;Appartement;37,15;37;2;
27776;84037;Appartement;68,9;68;3;
27777;87085;Maison;88,78;83;4;
27778;88160;Appartement;44,15;42;2;
27779;88262;Appartement;46,39;52;2;
27780;91021;Appartement;51,3;48;3;
27781;91021;Maison;91,76;92;4;
27782;91103;Maison;91,74;100;4;
27783;91103;Appartement;40,29;42;2;
27784;91114;Appartement;47,6;48;2;
27785;91114;Appartement;60,06;57;2;
27786;91135;Maison;93,48;93;5;
27787;91174;Appartement;72,3;72;3;
27788;91201;Appartement;83,94;83;4;
27789;91223;Appartement;56,25;62;3;
27790;91228;Appartement;47,39;47;2;
27791;91339;Appartement;16,35;30;1;
27792;91345;Appartement;64,31;64;3;
27793;91386;Appartement;28;27;1;
27794;91425;Appartement;40,47;50;2;
27795;91433;Appartement;50,21;44;2;
27796;91471;Appartement;64,14;62;3;
27797;91477;Appartement;48,23;49;2;
27798;91549;Appartement;62,25;67;3;
27799;91579;Appartement;31,42;31;1;
27800;91645;Appartement;93,48;95;3;
27801;91691;Appartement;47,78;47;3;
27802;92002;Appartement;24,82;25;1;
27803;92002;Appartement;16,37;18;1;
27804;92019;Appartement;76,7;77;4;
27805;92024;Appartement;37,19;32;2;
27806;92024;Appartement;25,45;26;1;
27807;92024;Appartement;76,43;80;4;
27808;92024;Appartement;31,59;33;2;
27809;92026;Appartement;30;56;3;
27810;92026;Appartement;51,32;46;3;
27811;92026;Appartement;56,2;58;3;
27812;92026;Appartement;83,97;81;5;
27813;92026;Appartement;80;79;3;
27814;92040;Appartement;18,51;20;1;
27815;92044;Appartement;30,29;30;1;
27816;92044;Appartement;42,59;42;3;
27817;92050;Appartement;23,81;23;1;
27818;92050;Appartement;49,2;48;2;
27819;92051;Appartement;12,2;12;1;
27820;92051;Appartement;81,14;75;4;
27821;92060;Appartement;71,14;70;3;
27822;92060;Appartement;71,18;71;3;
27823;92062;Appartement;41,89;40;3;
27824;92063;Appartement;30,07;29;1;
27825;92063;Maison;106,6;85;4;
27826;93001;Appartement;37,72;38;2;
27827;93001;Appartement;94,93;95;5;
27828;93005;Appartement;74,06;74;4;
27829;93010;Appartement;41,92;42;2;
27830;93031;Appartement;29,4;35;2;
27831;93032;Appartement;25,51;25;1;
27832;93046;Appartement;58,05;58;3;
27833;93051;Appartement;17,03;17;1;
27834;93062;Appartement;24,41;25;1;
27835;93066;Appartement;63,44;63;3;
27836;93070;Appartement;65,47;65;3;
27837;93070;Appartement;17,76;18;1;
27838;94003;Appartement;31,09;32;2;
27839;94003;Appartement;61,27;72;4;
27840;94004;Appartement;33,45;35;2;
27841;94011;Appartement;60,36;60;3;
27842;94011;Appartement;55,01;54;3;
27843;94017;Maison;78,29;97;5;
27844;94017;Appartement;25,41;35;2;
27845;94017;Maison;81,61;82;4;
27846;94017;Appartement;38,74;40;2;
27847;94017;Appartement;38,41;35;2;
27848;94018;Appartement;91,5;91;4;
27849;94022;Appartement;92,89;95;5;
27850;94038;Appartement;55,54;56;3;
27851;94046;Appartement;29,87;32;2;
27852;94046;Appartement;20,32;21;1;
27853;94058;Appartement;40,26;39;2;
27854;94067;Appartement;48,83;48;2;
27855;94078;Appartement;47,5;48;3;
27856;95018;Appartement;63,99;65;3;
27857;95019;Appartement;22,78;23;1;
27858;95052;Appartement;28,95;31;1;
27859;95183;Appartement;68,62;67;3;
27860;95197;Appartement;77,12;81;4;
27861;95199;Appartement;81;80;5;
27862;95203;Appartement;72,06;72;4;
27863;95218;Appartement;58,14;59;3;
27864;95252;Appartement;55,2;57;2;
27865;95288;Appartement;79,57;76;3;
27866;95394;Appartement;37,3;38;2;
27867;95427;Appartement;72,14;69;3;
27868;95555;Appartement;91,74;85;4;
27869;95563;Appartement;84,07;84;4;
27870;95582;Appartement;84,1;84;4;
27871;95585;Appartement;69,78;67;4;
27872;972207;Appartement;72,26;70;3;
27873;972209;Appartement;92,58;92;4;
27874;02408;Maison;80,14;90;4;
27875;02722;Appartement;31,84;32;2;
27876;02722;Appartement;73,94;75;3;
27877;04189;Maison;20,5;20;1;
27878;05085;Appartement;25,1;62;4;
27879;05098;Appartement;28,96;30;2;
27880;05101;Appartement;43,44;44;2;
27881;05111;Appartement;101,99;100;4;
27882;05164;Appartement;49,55;57;3;
27883;06004;Appartement;55,58;45;2;
27884;06011;Appartement;93;90;3;
27885;06030;Appartement;23,02;23;1;
27886;06085;Maison;83,77;82;4;
27887;06088;Maison;93,3;87;4;
27888;06088;Appartement;35,53;36;1;
27889;06088;Appartement;25,49;26;1;
27890;06088;Appartement;125,28;120;5;
27891;06088;Appartement;57,92;59;2;
27892;06088;Appartement;23,13;24;1;
27893;06088;Appartement;32;31;1;
27894;06104;Appartement;59,6;59;1;
27895;06104;Appartement;93,22;100;4;
27896;06155;Appartement;24,57;24;1;
27897;08053;Appartement;124,59;90;3;
27898;10387;Appartement;52,19;51;2;
27899;10387;Appartement;35,41;34;2;
27900;10387;Appartement;69,94;70;3;
27901;11069;Appartement;58,04;58;3;
27902;11203;Appartement;41,06;41;2;
27903;11266;Appartement;34,29;34;2;
27904;13211;Appartement;43,32;45;3;
27905;14338;Appartement;38,9;38;3;
27906;14338;Appartement;20,46;21;1;
27907;14338;Appartement;47,89;57;3;
27908;14557;Appartement;52,19;54;2;
27909;16015;Appartement;129,43;143;3;
27910;16291;Maison;85,22;82;5;
27911;19031;Appartement;45,7;44;2;
27912;22050;Appartement;35,32;35;1;
27913;22278;Appartement;56,88;57;2;
27914;22278;Appartement;67,24;66;4;
27915;25056;Appartement;48,97;49;2;
27916;26281;Appartement;57,79;70;4;
27917;26362;Appartement;61,95;63;4;
27918;26362;Appartement;112,25;123;6;
27919;27229;Appartement;123,5;105;3;
27920;27229;Appartement;82,55;83;3;
27921;28085;Appartement;109,24;107;4;
27922;28134;Appartement;44,84;45;2;
27923;29019;Appartement;59,81;61;3;
27924;29151;Appartement;70,31;66;4;
27925;2A004;Appartement;47,23;47;2;
27926;30062;Appartement;30,7;29;2;
27927;30133;Appartement;20,51;20;1;
27928;30174;Maison;88,3;89;4;
27929;30189;Appartement;34,83;42;2;
27930;30189;Appartement;213,45;112;4;
27931;30189;Appartement;29,15;29;2;
27932;30189;Appartement;79,13;84;5;
27933;30202;Maison;89,32;85;4;
27934;31066;Appartement;40,44;42;2;
27935;31555;Appartement;18,07;18;1;
27936;31555;Appartement;30,45;32;1;
27937;31555;Appartement;66,47;63;4;
27938;31555;Appartement;47,12;50;2;
27939;32160;Appartement;43,29;43;2;
27940;33009;Appartement;35;35;2;
27941;33009;Appartement;81,32;80;3;
27942;33009;Appartement;37,5;38;1;
27943;33009;Appartement;75,41;75;3;
27944;33056;Appartement;66,55;63;3;
27945;33063;Appartement;13,56;14;1;
27946;33063;Appartement;50,75;50;2;
27947;33069;Appartement;52,19;53;2;
27948;33119;Appartement;18,27;18;1;
27949;33162;Appartement;41,11;42;2;
27950;33192;Maison;70,71;71;3;
27951;33203;Appartement;19,1;19;1;
27952;33214;Appartement;32,06;31;2;
27953;33229;Appartement;42,9;48;2;
27954;33240;Appartement;57,67;63;3;
27955;33318;Appartement;36,66;36;2;
27956;33514;Appartement;62,11;56;3;
27957;33514;Appartement;17,73;18;2;
27958;34003;Appartement;26,02;25;2;
27959;34108;Appartement;56,84;58;3;
27960;34108;Appartement;111,12;80;3;
27961;34142;Appartement;46,15;46;3;
27962;34154;Appartement;20,96;22;1;
27963;34172;Maison;87;77;4;
27964;34192;Appartement;44,82;45;2;
27965;34301;Appartement;44,96;44;4;
27966;34301;Appartement;31,32;33;2;
27967;34344;Appartement;28,86;29;2;
27968;34344;Appartement;25,57;25;2;
27969;35095;Appartement;85;80;4;
27970;35136;Appartement;70,55;69;4;
27971;35196;Appartement;50,6;50;2;
27972;35196;Appartement;40,93;40;2;
27973;35238;Appartement;61,09;59;3;
27974;35288;Appartement;29,89;28;1;
27975;37050;Appartement;34,59;38;2;
27976;37214;Appartement;45,88;42;2;
27977;37261;Appartement;43,2;43;2;
27978;37261;Appartement;42,05;41;2;
27979;38002;Appartement;22,31;22;1;
27980;38020;Appartement;27,12;30;2;
27981;38185;Appartement;21,12;20;1;
27982;38185;Appartement;58,74;57;4;
27983;38421;Appartement;71,64;70;4;
27984;38474;Appartement;68,25;67;3;
27985;38501;Appartement;41,91;41;2;
27986;39097;Appartement;47,28;48;2;
27987;40046;Appartement;44,06;45;1;
27988;40088;Maison;95,46;87;4;
27989;40187;Appartement;41,8;42;2;
27990;40310;Maison;47,78;48;3;
27991;41018;Appartement;70,38;73;3;
27992;42218;Appartement;51,59;50;2;
27993;42218;Appartement;58,67;56;2;
27994;42218;Appartement;85,18;65;3;
27995;42218;Appartement;52,47;59;3;
27996;43157;Appartement;34,77;41;1;
27997;44010;Appartement;31,25;30;2;
27998;44025;Appartement;74,65;89;4;
27999;44026;Appartement;47,12;57;2;
28000;44109;Appartement;17,45;20;1;
28001;44109;Appartement;23,76;25;1;
28002;44109;Appartement;64,05;64;3;
28003;44116;Appartement;105,28;38;1;
28004;44135;Appartement;108,3;153;6;
28005;44135;Maison;43,84;49;3;
28006;44143;Appartement;59,73;65;3;
28007;44162;Maison;151,02;102;5;
28008;44162;Appartement;74,54;75;4;
28009;44184;Appartement;58,65;59;2;
28010;44184;Appartement;126,85;108;5;
28011;44201;Appartement;23,56;18;1;
28012;45234;Appartement;27,36;35;1;
28013;49007;Appartement;30,2;30;1;
28014;49007;Appartement;55,81;51;3;
28015;49007;Appartement;20,91;20;1;
28016;49015;Appartement;63,55;63;3;
28017;49015;Appartement;80,05;78;4;
28018;49328;Appartement;83,75;85;4;
28019;51108;Appartement;22,31;23;2;
28020;51454;Appartement;74,86;79;3;
28021;51454;Appartement;26,82;26;1;
28022;51454;Appartement;13,78;13;1;
28023;51454;Maison;90,81;90;5;
28024;51573;Appartement;92,3;92;3;
28025;51649;Appartement;46,62;52;2;
28026;54261;Appartement;74,33;72;3;
28027;54322;Appartement;70,87;72;4;
28028;54323;Appartement;59,03;59;3;
28029;54395;Appartement;105,25;107;3;
28030;54395;Appartement;77,46;81;3;
28031;54395;Appartement;70,76;71;3;
28032;54395;Appartement;38;40;2;
28033;54395;Appartement;45,43;46;2;
28034;54395;Appartement;25,31;25;1;
28035;54426;Appartement;94,34;98;2;
28036;56121;Appartement;60,88;70;3;
28037;56121;Appartement;56,26;55;3;
28038;56121;Appartement;94,98;95;5;
28039;56178;Appartement;69,97;72;4;
28040;56186;Appartement;17,39;17;1;
28041;56260;Appartement;49,08;49;2;
28042;59009;Appartement;55,1;55;3;
28043;59034;Appartement;84,36;60;2;
28044;59178;Appartement;44,94;45;2;
28045;59350;Appartement;61,54;62;3;
28046;59350;Appartement;45,7;45;2;
28047;59350;Appartement;60,67;62;3;
28048;59350;Appartement;29,73;30;1;
28049;59378;Appartement;71,19;71;3;
28050;59410;Appartement;32,89;31;1;
28051;59512;Appartement;109,55;110;4;
28052;59599;Appartement;97,74;100;2;
28053;59599;Appartement;25,47;25;1;
28054;59606;Appartement;47,01;47;2;
28055;59606;Appartement;71,65;73;3;
28056;60057;Appartement;63,16;65;3;
28057;60175;Appartement;45,17;45;2;
28058;60175;Appartement;53,15;52;3;
28059;60175;Appartement;48,05;45;2;
28060;60463;Appartement;79,04;77;4;
28061;62041;Appartement;56,89;58;2;
28062;62041;Appartement;29,38;30;1;
28063;62041;Appartement;60,8;61;2;
28064;62160;Appartement;40,92;42;2;
28065;62160;Appartement;48,99;49;3;
28066;64129;Appartement;12,2;42;2;
28067;64445;Appartement;27;26;1;
28068;64445;Appartement;205,17;32;1;
28069;64445;Appartement;42,68;42;2;
28070;64445;Appartement;134,4;165;3;
28071;64445;Appartement;86,61;84;3;
28072;64445;Appartement;51,55;51;2;
28073;64493;Appartement;77,75;83;3;
28074;66004;Appartement;70,1;35;2;
28075;66024;Appartement;69,59;69;3;
28076;69063;Appartement;103,54;104;4;
28077;69064;Appartement;82,42;81;4;
28078;69081;Appartement;24,2;24;1;
28079;69127;Appartement;88,93;88;3;
28080;69143;Appartement;48,51;48;2;
28081;69204;Appartement;122,89;124;5;
28082;69204;Appartement;53,23;53;3;
28083;69259;Appartement;87,6;89;4;
28084;69259;Appartement;82,54;81;4;
28085;69264;Appartement;42,8;59;2;
28086;69264;Appartement;69,35;71;3;
28087;69273;Appartement;70,5;68;3;
28088;69294;Appartement;56,52;57;2;
28089;69381;Appartement;48;33;1;
28090;69381;Appartement;48,9;51;2;
28091;69382;Appartement;101,8;102;3;
28092;69383;Appartement;82,28;90;3;
28093;69383;Appartement;52,92;53;3;
28094;69383;Appartement;85,82;85;4;
28095;69383;Appartement;77,54;74;2;
28096;69385;Appartement;30,91;30;1;
28097;69385;Appartement;29,63;31;1;
28098;69386;Appartement;51,6;53;2;
28099;69387;Appartement;35;49;2;
28100;69387;Appartement;45,42;45;2;
28101;69388;Appartement;41;41;2;
28102;69388;Appartement;66,4;65;4;
28103;71014;Appartement;42,28;42;2;
28104;71076;Appartement;89,74;93;3;
28105;71076;Appartement;105;102;5;
28106;71270;Appartement;32,19;25;2;
28107;74042;Appartement;62,63;63;3;
28108;75101;Appartement;8,78;17;1;
28109;75102;Appartement;61,16;65;3;
28110;75103;Appartement;8,07;9;1;
28111;75103;Appartement;22,71;25;2;
28112;75103;Appartement;58,32;58;2;
28113;75104;Appartement;45,8;65;2;
28114;75108;Appartement;81;82;2;
28115;75108;Appartement;170,11;190;6;
28116;75108;Appartement;3,64;5;1;
28117;75109;Appartement;20,11;36;2;
28118;75110;Appartement;32,04;31;1;
28119;75110;Appartement;9,01;11;1;
28120;75110;Appartement;28,78;23;2;
28121;75110;Appartement;58,46;60;2;
28122;75111;Appartement;17,44;25;1;
28123;75111;Appartement;40,47;38;3;
28124;75111;Appartement;25,64;25;2;
28125;75111;Appartement;29,47;30;2;
28126;75111;Appartement;44,56;49;2;
28127;75111;Appartement;27,35;25;1;
28128;75111;Appartement;13,09;15;2;
28129;75112;Appartement;44,89;44;3;
28130;75112;Appartement;26,01;27;2;
28131;75112;Appartement;57,45;55;2;
28132;75112;Appartement;101,09;102;5;
28133;75112;Appartement;97,6;100;5;
28134;75112;Appartement;53,4;55;3;
28135;75114;Appartement;98,05;136;5;
28136;75114;Appartement;11,12;15;1;
28137;75114;Appartement;34,36;35;1;
28138;75114;Appartement;12,77;12;1;
28139;75115;Appartement;68,34;67;4;
28140;75115;Appartement;82,05;80;4;
28141;75115;Appartement;33,97;32;2;
28142;75115;Appartement;27,19;39;2;
28143;75115;Appartement;38,39;35;2;
28144;75116;Appartement;18,05;18;1;
28145;75116;Appartement;131,85;132;5;
28146;75116;Appartement;115,37;5;1;
28147;75116;Appartement;71,35;78;4;
28148;75116;Appartement;79,4;95;3;
28149;75116;Appartement;242,5;235;5;
28150;75116;Appartement;9,09;7;1;
28151;75116;Appartement;31,07;31;2;
28152;75117;Appartement;48,2;49;2;
28153;75117;Appartement;56;53;3;
28154;75117;Appartement;63,02;66;2;
28155;75117;Appartement;57,19;46;2;
28156;75117;Appartement;23,54;25;2;
28157;75117;Appartement;13,02;15;1;
28158;75117;Appartement;44,07;34;2;
28159;75118;Appartement;73,45;73;3;
28160;75118;Appartement;60,53;60;2;
28161;75118;Appartement;37,65;35;2;
28162;75118;Appartement;21,45;21;1;
28163;75118;Appartement;35,8;37;2;
28164;75118;Appartement;21,76;18;1;
28165;75119;Appartement;70,25;68;1;
28166;75119;Appartement;56,46;57;3;
28167;75119;Appartement;26,56;30;1;
28168;75120;Appartement;45,3;49;3;
28169;75120;Appartement;15,38;21;1;
28170;75120;Appartement;45,8;44;2;
28171;75120;Appartement;55,85;60;3;
28172;75120;Appartement;35,44;35;2;
28173;75120;Appartement;85,4;60;3;
28174;75120;Appartement;87,65;89;4;
28175;75120;Appartement;48,75;48;2;
28176;76341;Appartement;52,49;51;3;
28177;76351;Appartement;81,87;95;4;
28178;76351;Appartement;25,36;24;1;
28179;76540;Appartement;23,84;24;1;
28180;76540;Appartement;68,8;68;3;
28181;76540;Appartement;102,28;112;4;
28182;76540;Appartement;17,42;20;1;
28183;76758;Appartement;59,89;60;3;
28184;77053;Appartement;95,7;94;3;
28185;77053;Maison;41,99;80;3;
28186;77067;Maison;75,09;87;4;
28187;77108;Appartement;69,8;72;4;
28188;77108;Appartement;77,76;80;4;
28189;77108;Maison;89,78;82;5;66
28190;77111;Appartement;35,91;36;2;
28191;77118;Appartement;85,83;85;4;
28192;77152;Appartement;24,08;24;1;
28193;77183;Appartement;56,64;51;3;
28194;77249;Maison;82,34;82;4;
28195;77288;Appartement;17,72;17;1;
28196;77307;Appartement;40,05;40;2;
28197;77374;Appartement;48,92;51;2;
28198;77407;Appartement;59,6;59;3;
28199;77407;Appartement;43,24;38;2;
28200;77445;Maison;81,8;80;4;
28201;77445;Appartement;45,2;45;2;
28202;77449;Appartement;39,12;38;2;
28203;77449;Appartement;43,4;43;2;
28204;77449;Appartement;71,5;71;3;
28205;77458;Appartement;65,8;65;3;
28206;77513;Appartement;59,1;59;3;
28207;77513;Appartement;41,1;41;2;
28208;77514;Appartement;61,22;61;3;
28209;77514;Appartement;85,91;91;4;
28210;78005;Appartement;32,33;30;2;
28211;78089;Appartement;28,03;29;2;
28212;78092;Appartement;63,76;62;2;
28213;78123;Appartement;50,12;50;2;
28214;78146;Appartement;61,03;61;3;
28215;78158;Appartement;101,4;101;4;
28216;78158;Appartement;26,18;35;1;
28217;78165;Appartement;74,9;76;4;
28218;78172;Appartement;55,09;57;3;
28219;78311;Appartement;89,69;90;4;
28220;78311;Appartement;27,84;28;2;
28221;78311;Appartement;35,65;33;2;
28222;78350;Appartement;121,21;120;4;
28223;78358;Appartement;49,39;48;3;
28224;78358;Appartement;63,2;62;4;
28225;78383;Appartement;116,44;102;4;
28226;78402;Maison;137,31;136;4;
28227;78423;Appartement;111,62;101;5;
28228;78466;Appartement;76,55;78;3;
28229;78490;Maison;89,6;87;5;
28230;78498;Appartement;62,9;62;3;
28231;78498;Appartement;81,72;80;4;
28232;78502;Appartement;53;55;2;
28233;78545;Maison;157,83;125;4;
28234;78545;Appartement;42,89;42;2;
28235;78551;Maison;98,51;102;5;
28236;78575;Appartement;22,16;24;1;
28237;78621;Appartement;94,24;95;5;
28238;78640;Appartement;43,03;42;2;
28239;78640;Appartement;68,05;65;3;
28240;78646;Appartement;77,56;75;3;
28241;78650;Appartement;58,94;59;3;
28242;80039;Appartement;29,18;29;2;
28243;83042;Maison;30,43;25;2;
28244;83047;Appartement;53,3;56;3;
28245;83049;Appartement;44,89;44;2;
28246;83055;Appartement;35,88;40;2;
28247;83062;Appartement;20,85;20;1;
28248;83069;Appartement;23,21;23;1;
28249;83069;Appartement;74;76;4;
28250;83070;Appartement;37,99;38;2;
28251;83071;Appartement;62,67;65;4;
28252;83098;Appartement;33,35;34;2;
28253;83126;Appartement;95,65;98;5;
28254;83129;Appartement;47,43;47;2;
28255;83137;Appartement;18,89;20;1;
28256;83144;Appartement;70,71;73;4;
28257;84007;Appartement;48,78;53;3;
28258;84007;Maison;103,83;101;5;
28259;84031;Appartement;31,63;31;2;
28260;84035;Maison;92;96;4;
28261;84035;Appartement;58,86;60;3;
28262;84080;Appartement;55,3;51;3;
28263;85191;Appartement;24,35;24;1;
28264;85222;Appartement;64,94;69;3;
28265;85226;Maison;47,73;48;4;
28266;85234;Appartement;28,31;28;2;
28267;85234;Appartement;12,99;13;1;
28268;87085;Appartement;27,2;28;1;
28269;88413;Appartement;56,37;65;3;
28270;88445;Appartement;56,64;47;2;
28271;91103;Appartement;67,34;72;3;
28272;91201;Appartement;57,62;58;3;
28273;91207;Appartement;62,57;71;3;
28274;91345;Appartement;70,77;66;3;
28275;91345;Appartement;64,32;63;3;
28276;91570;Maison;133,03;90;5;
28277;91579;Maison;81,26;80;5;
28278;91589;Appartement;26,58;26;1;
28279;91630;Maison;84,08;83;4;
28280;91661;Appartement;29,15;29;2;
28281;91691;Appartement;57,7;57;3;
28282;92014;Appartement;33,49;33;1;
28283;92020;Appartement;40,39;43;2;
28284;92020;Appartement;84,81;84;4;
28285;92020;Appartement;68,95;69;3;
28286;92024;Appartement;29,6;27;2;
28287;92024;Appartement;20,02;20;1;
28288;92024;Appartement;46,3;45;2;
28289;92026;Appartement;52,43;49;2;
28290;92026;Appartement;53,04;49;2;
28291;92026;Appartement;60,35;70;3;
28292;92026;Appartement;42,1;42;2;
28293;92026;Appartement;121,22;121;5;
28294;92026;Appartement;64,69;61;3;
28295;92040;Appartement;24,9;27;1;
28296;92040;Appartement;59,2;64;3;
28297;92044;Appartement;57,79;59;3;
28298;92044;Appartement;35,92;35;2;
28299;92044;Appartement;59,31;62;3;
28300;92051;Appartement;33,11;26;1;
28301;92051;Appartement;116;109;4;
28302;92051;Appartement;38,09;33;2;
28303;92051;Appartement;27,92;28;1;
28304;92060;Appartement;38,98;45;2;
28305;92071;Appartement;36,93;38;1;
28306;92073;Appartement;77,44;77;3;
28307;92075;Appartement;36,83;37;2;
28308;93013;Appartement;59,37;54;3;
28309;93033;Appartement;32,73;33;2;
28310;93048;Appartement;85,2;83;3;
28311;93059;Appartement;55,31;48;3;
28312;93064;Appartement;19,37;20;1;
28313;93064;Appartement;66,04;66;3;
28314;93064;Appartement;40,14;40;2;
28315;93066;Appartement;64,66;64;3;
28316;93066;Appartement;33,04;33;1;
28317;93066;Appartement;45,74;46;3;
28318;93070;Appartement;72,55;72;4;
28319;93077;Appartement;30,27;30;2;
28320;94011;Appartement;34,37;35;2;
28321;94015;Appartement;84,05;90;4;
28322;94016;Appartement;21,68;28;1;
28323;94017;Appartement;61,02;61;4;
28324;94017;Appartement;21,44;35;2;
28325;94021;Appartement;23,54;19;1;
28326;94028;Appartement;36,74;38;2;
28327;94033;Appartement;33,8;34;2;
28328;94037;Appartement;24,34;24;2;
28329;94037;Appartement;34,05;32;2;
28330;94041;Appartement;83,3;83;4;
28331;94041;Appartement;54,64;55;3;
28332;94044;Appartement;62,85;64;4;
28333;94046;Appartement;68,94;69;3;
28334;94046;Appartement;13,53;20;1;
28335;94046;Appartement;57,98;60;3;
28336;94046;Appartement;97,23;97;4;
28337;94052;Appartement;35,17;43;1;
28338;94060;Appartement;71,46;53;3;
28339;94067;Appartement;42,7;45;2;
28340;94068;Appartement;38,36;38;3;
28341;94069;Appartement;45,43;40;2;
28342;94069;Appartement;68,76;65;3;
28343;94070;Appartement;35,2;35;1;
28344;94073;Appartement;65,16;70;3;
28345;94076;Appartement;64,14;62;3;
28346;94078;Appartement;1,36;13;1;
28347;94079;Maison;102,99;86;4;
28348;94080;Appartement;45;44;2;
28349;94080;Appartement;56,43;45;3;
28350;94081;Appartement;50,02;49;3;
28351;95018;Appartement;67,48;67;3;
28352;95018;Appartement;59,55;58;3;
28353;95018;Appartement;71,7;71;3;
28354;95018;Appartement;45,06;45;2;
28355;95052;Appartement;39,19;38;2;
28356;95060;Appartement;19,3;22;1;
28357;95127;Appartement;84,06;84;4;
28358;95134;Maison;28,05;27;2;
28359;95149;Appartement;44,3;44;2;
28360;95176;Appartement;70,24;82;3;
28361;95197;Appartement;40,86;40;3;
28362;95203;Appartement;25,78;25;2;
28363;95219;Appartement;71,17;70;3;
28364;95241;Appartement;26,3;48;2;
28365;95252;Appartement;64,05;66;3;
28366;95252;Appartement;47,84;47;2;
28367;95252;Appartement;49,26;49;3;
28368;95252;Appartement;84,1;84;4;
28369;95252;Appartement;59,79;59;3;
28370;95257;Appartement;32,6;31;2;
28371;95288;Appartement;86,88;87;4;
28372;95306;Appartement;35;35;1;
28373;95424;Appartement;63,35;55;4;
28374;95500;Appartement;24,41;30;2;
28375;95500;Appartement;67,54;63;3;
28376;95598;Appartement;94,92;95;4;
28377;95598;Appartement;51,46;50;3;
28378;95604;Maison;95,38;100;4;
28379;972212;Maison;88,02;89;4;
28380;972213;Maison;80,89;77;3;
28381;972231;Appartement;93,43;95;4;
28382;974411;Appartement;48,85;50;2;
28383;04006;Appartement;11,43;15;1;
28384;04094;Appartement;30;28;1;
28385;04205;Appartement;56,04;40;2;
28386;05046;Appartement;54,25;61;3;
28387;05098;Appartement;26,78;27;1;
28388;05098;Appartement;27,06;27;1;
28389;05139;Appartement;26,42;25;1;
28390;08105;Appartement;43,51;54;2;
28391;09105;Maison;78,75;78;4;400
28392;11202;Appartement;33,24;35;2;
